centre_code,centre_name,postal_code,Latitude,Longitude
ST0312,PCF Sparkletots Preschool @ Pioneer Blk 662B (KN),642662,1.337,103.7034
NT0584,MY FIRST SKOOL,408528,1.3165,103.8969
NT0010,MY FIRST SKOOL,460419,1.327,103.9281
RC1806,CGM Kindergarten,689457,1.3773,103.7467
ST0362,PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),521868,1.3554,103.9325
PT9135,MLC (YISHUN) PTE. LTD.,760849,1.4169999999999998,103.8353
PT9694,Josiah Montessori Kindergarten,529284,1.3544,103.96
PT9712,AL-NASRY PRESCHOOL,520476,1.361,103.9534
EB0019,E-Bridge Pre-School Pte Ltd,751126,1.4451,103.835
ST0383,PCF Sparkletots Preschool @ Clementi Blk 445 (EY),120445,1.3134,103.7639
NT0542,MY FIRST SKOOL,797621,1.3931,103.8739
PT9767,Red Schoolhouse Kindercare,357844,1.3427,103.8678
PT9491,CANBERRA SCHOOLHOUSE PTE. LTD.,547227,1.3642,103.8769
PT9503,IMAN CHILDCARE (TAMPINES) PTE LTD,521136,1.3447,103.9452
RC1781,GLOBAL CHILD DEVELOPMENT CENTRE @ TAMPINES,521870,1.3561,103.9318
PT9364,MAPLEBEAR LITTLE LIGHTHOUSE PTE LTD,759218,1.4282,103.8248
PT9775,Faith Methodist Preschool,149604,1.3026,103.7973
PT5400,CHILTERN HOUSE TURF CLUB,287982,1.3346,103.7937
KM0025,MOE Kindergarten @ Fern Green,797538,1.3974,103.8802
WP0731,SUNFLOWER COVE @ MACPHERSON PTE LTD,349282,1.3243,103.8732
RC1510,PPIS CHILD DEVELOPMENT CENTRE - SEMBAWANG VISTA,750316,1.4463,103.8208
RC1180,PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,510187,1.3648,103.9593
PT8822,CHILDFIRST@DUNEARN PTE. LTD.,589472,1.3367,103.7838
PT9342,GREENLAND CHILDCARE @ SUMANG WALK PTE. LTD.,820218,1.4032,103.8954
PT9764,SPRING BUDS LEARNING PLACE PTE LTD,759180,1.4563,103.8362
PT9265,MY TALENT CHILDCARE CENTRE PTE. LTD.,610153,1.3275,103.721
RC0750,PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS1,510557,1.367,103.9521
RC1784,PPIS CHILD DEVELOPMENT CENTRE - JURONG WEST,640949,1.3433,103.6917
RC1750,PPIS CHILD DEVELOPMENT CENTRE - JURONG,640826,1.346,103.6944
RC1798,Newton Kindergarten,307995,1.314,103.8409
NT0496,MY FIRST SKOOL,460503,1.3315,103.9325
PT8439,CHAMPZ SCHOOL HOUSE PTE. LTD.,437844,1.3039,103.9012
PT9384,MULBERRY MARYMOUNT PTE LTD,577178,1.3484,103.8416
NT0552,MY FIRST SKOOL,642180,1.3478,103.7091
WP0300,CHANGI GENERAL HOSPITAL CHILD CARE CENTRE,529906,1.3395,103.9493
PT9158,Little Footprints Preschool Pte Ltd,541275,1.3829,103.8945
PT9021,Little Footprints Preschool Group Pte Ltd,610350,1.3387,103.7191
PT9020,Little Footprints Preschool Group Pte Ltd,644660,1.3364,103.7033
PT9024,Little Footprints Preschool Group Pte Ltd,570140,1.3448,103.8531
PT8230,LEARNING KIDZ CHILD DEVELOPMENT CENTRE LLP,550423,1.3485,103.8756
PT9642,LITTLESPARKS MONTESSORI AND ENRICHMENT CENTRE PTE LTD,456192,1.3157,103.9192
RC1874,Evangel Kindergarten,738488,1.4395,103.7918
RC1742,PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR,470709,1.3354,103.9224
ST0020,PCF Sparkletots Preschool @ Nee Soon East Blk 357 (EY),760357,1.426,103.846
PT1450,BLOSSOM CREATIVE CENTRE LLP,468182,1.3226,103.9466
NT0563,MY FIRST SKOOL,828761,1.4065,103.9021
PT9309,JUST KIDS @ BUKIT PANJANG PTE. LTD.,670435,1.386,103.7702
RC0035,GRACE CHILD DEVELOPMENT CENTRE,544644,1.3893,103.9002
RC1825,Queenstown Good Shepherd Kindergarten,149454,1.295,103.8074
PT9518,STAR LEARNERS @ YISHUN PTE LTD,768159,1.4362,103.843
PT9655,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE @ PASIR RIS,519108,1.3837,103.9434
RC0740,CHINESE CHRISTIAN MISSION LIMITED,650108,1.3474,103.7465
ST0361,PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),533987,1.3793,103.8778
PT3100,ICHIBAN MONTESSORI CHILD CARE CENTRE PTE LTD,682803,1.3738,103.7434
PT9809,Bubbles Learning House @ Yishun,760236,1.4341,103.8389
PT9810,LITTLE MOPPETS @ GAMBAS PTE. LTD.,757087,1.4448,103.8128
PT9153,Little Footprints Preschool Pte Ltd,544260,1.3944,103.8959
NT0550,MY FIRST SKOOL,821209,1.3997,103.9007
PT7110,ETONHOUSE PRE-SCHOOL PTE LTD,237995,1.2919999999999998,103.8412
NT0591,My First Skool,650438,1.3581,103.74
YW0020,YWCA BEDOK SOUTH CHILD DEVELOPMENT CENTRE,461024,1.3239,103.9334
PT9149,CAMBRIDGE@FERNVALE PTE. LTD.,791409,1.389,103.8772
PT9244,YOUNG MINDS CHILDCARE CENTRE PTE. LTD.,730316,1.4315,103.7764
PT7720,Sunflower Preschool @ Dakota Pte Ltd,390049,1.3089,103.8854
PT8726,Little Footprints Preschool Pte Ltd,118261,1.288,103.7913
PT8703,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,757438,1.4621,103.8158
PT8539,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,640721,1.344,103.6976
NT0486,MY FIRST SKOOL,120339,1.3197,103.7691
PT8630,EARLY LEARNING'S FUN PRESCHOOL PTE. LTD.,599057,1.3361,103.7679
PT9670,Sunflower Preschool @ West Terra Pte Ltd,652451,1.3525,103.7434
PT9455,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,609961,1.3309,103.7485
PT9454,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,669638,1.3692,103.7604
PT9508,SMART BERRIIS @ WEST COAST PTE LTD,128524,1.3051,103.7645
PT8905,CARPE DIEM STARLETS 1 PTE. LTD.,680110,1.3782,103.7521
RC1801,Al-Mukminin Mosque Kindergarten,609603,1.3392,103.7414
EB0020,E-Bridge Pre-School Pte Ltd,142095,1.2961,103.8119
PT9063,ILHAM CHILD CARE PTE. LTD.,609966,1.3285,103.753
ST0386,PCF Sparkletots Preschool @ Brickland Blk 810 (CC),680810,1.3741,103.7462
YW0040,YWCA MCNAIR ROAD CHILD DEVELOPMENT CENTRE,328516,1.3186,103.8561
PT9540,STAR LEARNERS @ CCK CENTRAL PTE LTD,680229,1.3807,103.7464
PT8783,STAR LEARNERS @ BISHAN PTE. LTD.,570114,1.3476,103.8489
PT9774,Sengkang Methodist Preschool,545056,1.3922,103.8864
PT2310,MINI WORLD CHILD CARE & DEVELOPMENT CENTRE PTE LTD,460058,1.3259,103.9197
PT9442,CHILDCARE @ THE ENRICHMENT PTE LTD,648965,1.3383,103.6939
PT9312,Pre-school By-The-Park (Evans) Pte Ltd,259367,1.3187,103.8202
PT9628,Bello Bambini Montessori Pte Ltd,577177,1.3488,103.8409
ST0009,HAMPTON PRE-SCHOOL,570178,1.3481,103.8524
PT2240,SWEETLANDS CHILDCARE JE 316 PTE. LTD.,600316,1.3459,103.7322
PT8881,SWEETLANDS CHILDCARE CLEMENTI 607 PTE. LTD.,120607,1.3042,103.7679
PT8810,SWEETLANDS CHILDCARE JW 484 PTE. LTD.,640484,1.3482,103.7264
PT8800,SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD.,820612,1.4046,103.9087
PT6200,SWEETLANDS CHILDCARE WOODLANDS 608 PTE. LTD.,730608,1.4362,103.7965
PT7080,SWEETLANDS CHILDCARE WOODLANDS 643 PTE. LTD.,730643,1.4377,103.8016
PT3250,SWEETLANDS CHILDCARE WOODLANDS 896B PTE. LTD.,731896,1.4369,103.7926
PT8864,SWEETLANDS CHILDCARE FARRER RD 6 PTE. LTD.,260006,1.3173,103.8081
PT8946,SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.,739069,1.4274,103.7923
PT8866,SWEETLANDS CHILDCARE YISHUN 458 PTE. LTD.,760458,1.4207,103.8462
PT9058,SWEETLANDS CHILDCARE WOODLANDS 886C PTE. LTD.,733886,1.4377,103.7941
PT9680,NAFA Arts Preschool,429064,1.3097,103.914
PT9635,Lumiere Montessori House Pte Ltd,357971,1.3471,103.8698
KM0029,MOE Kindergarten @ Valour,828728,1.4069,103.899
PT9763,SUPERLAND PRE-SCHOOL (RV) PTE. LTD.,238366,1.2961,103.8385
PT9762,SUPERLAND INTERNATIONAL PRE-SCHOOL PTE LTD,247964,1.3056,103.823
PT7210,SUPERLAND MONTESSORI PRE-SCHOOL PTE. LTD.,160568,1.2899,103.831
EB0017,E-BRIDGE PRE-SCHOOL PTE LTD,610140,1.3269,103.7234
PT6650,THE ORANGE TREE (SIMEI) PTE. LTD.,417940,1.3329,103.9043
PT9357,AMITY JUNIORS PTE LTD,659592,1.3446,103.7498
ST0248,PCF Sparkletots Preschool @ Eunos Blk 122 (CC),470122,1.332,103.9106
YM0189,MY WORLD PRESCHOOL LTD,650463,1.3568,103.7414
PT9323,STAR LEARNERS @ SIGLAP PTE. LTD.,459509,1.3227,103.9253
PT9794,Children's Cove Preschool @ Sembawang,758459,1.4418,103.8248
ST0317,PCF Sparkletots Preschool @ Bukit Batok East Blk 289G (KN),656289,1.345,103.7588
ST0369,PCF Sparkletots Preschool @ Brickland Blk 801 (DS),680801,1.3751,103.7435
PT9201,ACEKIDZ @ SG PTE. LTD.,763315,1.4324,103.8433
PT7970,BRIGHTON MONTESSORI INTERNATIONAL PRE-SCHOOL @ FRANKEL,458235,1.3136,103.9199
NT0430,MY FIRST SKOOL,751507,1.4527,103.824
EB0013,E-BRIDGE PRE-SCHOOL PTE LTD,650443,1.3561,103.7373
PT9460,Blue House Childcare,424336,1.3112,103.9058
PT9096,JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD.,469498,1.3306,103.9478
PT9715,Primus Schoolhouse Bukit Timah by Invictus,289758,1.3452,103.7906
NT0537,MY FIRST SKOOL,161051,1.2899,103.8277
PT8651,Twinklekidz International Schoolhouse Pte Ltd,486025,1.3335,103.9655
PT9102,Sunflower Preschool @ Tenaga Pte Ltd,410656,1.3337,103.9075
PT6550,CHILTERN HOUSE EAST COAST,397999,1.3082,103.8808
PT9522,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,529541,1.3532,103.9427
ST0068,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),90018,1.2779,103.8225
ST0089,PCF Sparkletots Preschool @ Sengkang North Blk 298B (CC),542298,1.3955,103.9022
ST0079,PCF Sparkletots Preschool @ Sengkang North Blk 290A (CC),541290,1.3961,103.8967
PT7870,AMAZING STAR MONTESSORI HOUSE (SN),550103,1.3707,103.8703
RC1828,Edelweiss Kindergarten Sembawang Presbyterian Church,768443,1.4413,103.8256
PT9206,CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED,259708,1.3164,103.8355
NT0568,MY FIRST SKOOL,540164,1.3893,103.9076
RC1822,Bethesda Ang Mo Kio Kindergarten,569898,1.3747,103.8373
PT8595,Just Kids @ Bukit Merah Pte Ltd,160131,1.2802,103.8282
PT8568,JUST KIDS @ TAMAN JURONG PTE. LTD.,610399,1.3349,103.7204
PT8546,JUST KIDS @ TAMPINES PTE. LTD.,520305,1.3524,103.9559
PT8350,JUST KIDS @MARINE PARADE PTE. LTD.,440050,1.3053,103.9159
PT8663,SUNFLOWER TINKLELAND PRIVATE LIMITED,408868,1.3330000000000002,103.8941
RC1832,TPBC KINDERGARTEN,536698,1.3506,103.8805
PT9404,REDPONY CENTRE CASHEW PTE. LTD.,679564,1.371,103.7662
NT0300,MY FIRST SKOOL,320085,1.3228,103.8564
EB0001,E-BRIDGE PRE-SCHOOL PTE. LTD.,541116,1.3825,103.9022
RC1895,Bethany Kindergarten,534934,1.3443,103.8819
PT9524,MAPLEBEAR EARLY YEARS PTE LTD,469332,1.3219,103.9315
PT9537,MAPLEBEAR JUNIORS PTE. LTD.,486046,1.3442,103.9651
PT9317,MAPLE BEAR HOLLAND PTE LTD,279050,1.3137,103.7832
PT9300,MAPLEBEAR HEADSTART PTE. LTD.,509397,1.3775,103.9584
PT9493,MAPLEBEAR LEARNING LADDER PTE LTD,598754,1.3399,103.7666
PT9428,MAPLEBEAR LEARNING GARDEN PTE LTD,138639,1.3053,103.7884
PT9747,MapleBear Jubilee Pte Ltd,128583,1.3064,103.767
NT0220,MY FIRST SKOOL,640518,1.3451,103.718
PT9280,MAPLEBEAR KIDS' KINGDOM PTE. LTD.,427664,1.3069,103.9046
PT8807,KIDSKINGDOM @ BEDOK RESERVOIR LLP,470742,1.3381,103.9221
RC1816,Kampung Siglap Mosque Kindergarten,449283,1.3099,103.9276
RC1879,St. James' Church Kindergarten (Harding),249537,1.3044,103.8122
PT9787,The Grange International Preschool,805946,1.3905,103.854
ST0325,PCF Sparkletots Preschool @ Cashew Blk 545 (EY),670545,1.3816,103.7635
PT8882,GENESIS CHILD CARE (TP) PTE. LTD.,520433,1.3591,103.9511
PT5950,ACEKIDZ @ COMMUNITY,129605,1.3027,103.7649
PT8712,EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD.,760925,1.4275,103.8371
PT9686,Pearlbank Montessori Kindergarten,118643,1.2875,103.7798
WP0660,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,168582,1.2776,103.8355
RC1831,RAMAKRISHNA MISSION SARADA KINDERGARTEN,539784,1.3439,103.88
ST0339,PCF Sparkletots Preschool @ Woodlands Blk 652 (KN),730652,1.4379,103.7999
NT0583,MY FIRST SKOOL,460187,1.3308,103.9406
PT9379,CARPE DIEM CHILDCARE PTE LTD,449408,1.3019,103.906
NT0493,MY FIRST SKOOL,320111,1.3213,103.8583
PT8535,SCHOOLHOUSE BY THE BAY PTE. LTD.,438178,1.3005,103.8848
PT9123,JUS INFANTS @ EAST COAST PTE. LTD.,459067,1.3122,103.9226
RC1835,Soka Kindergarten,528888,1.3446,103.9434
PT9805,MULBERRY LEARNING @ BUKIT BATOK,659591,1.3441,103.7492
PT8597,MAPLEBEAR GRANDSTAND PTE LTD,287992,1.3338,103.7963
ST0112,PCF Sparkletots Preschool @ Nee Soon Link Blk 446 (CC),760446,1.423,103.8452
PT9671,House on the Hill Montessori Pre-school,118733,1.2915,103.7712
PT9393,MAPLEBEAR DEVELOPMENT CENTRE PTE LTD,757088,1.4441,103.8139
NT0506,MY FIRST SKOOL,190019,1.3037,103.8623
PT8983,MindChamps Performing Arts International PreSchool @ Upper Thomson Pte Ltd,787472,1.3836,103.826
PT9665,IMAN KINDERGARTEN (TENAGAVILLE) PTE LTD,410651,1.3322,103.9074
PT9690,IMAN KINDERGARTEN (CCK) PTE LTD,680530,1.3926,103.7418
RC1849,Bethesda (Pasir Ris) Kindergarten,518458,1.368,103.9645
ST0374,PCF Sparkletots Preschool @ Hong Kah North Blk 446 (DS),650446,1.3502,103.7391
PT9514,AGAPE LITTLE UNI. @ GAMBAS PTE LTD,757044,1.4431,103.8159
PT8794,AGAPE LITTLE UNI. @ CLEMENTI PTE. LTD.,120453,1.3119,103.766
PT8735,Agape Little Uni. @ Thomson Pte Ltd,573969,1.3586,103.8336
PT8691,AGAPE LITTLE UNI. @ CECIL PTE. LTD.,69533,1.281,103.8494
PT8553,AGAPE LITTLE UNI (KALLANG) PTE. LTD.,380005,1.3127,103.8725
PT8405,AGAPE LITTLE UNI. PTE. LTD.,149598,1.3031,103.7966
PT6080,AGAPE CHILD CARE(JW) PTE. LTD.,644274,1.3522,103.7044
PT5900,AGAPE CHILD CARE(SK) PTE. LTD.,542325,1.3929,103.8907
PT3050,AGAPE CHILD CARE(CCK) PTE. LTD.,680789,1.3959,103.7491
RC0680,Kidz Meadow Childcare and Development Centre (Eunos),400017,1.3234,103.9044
PT8497,STAR LEARNERS @ SEMBAWANG PTE. LTD.,758440,1.4394,103.8246
ST0160,PCF Sparkletots Preschool @ Sembawang West Blk 755 (CC),730755,1.4453,103.7933
PT9470,THE ORANGE ACADEMY (YISHUN) PTE LTD,768019,1.4279,103.8362
PT9776,Toa Payoh Methodist Preschool,319641,1.3341,103.8465
PT9649,Montessori Children's House,278685,1.3322,103.7907
RC1764,PLAYSCAPES@4PM,470606,1.3312,103.9138
RC1884,BETHESDA CHAPEL KINDERGARTEN,416913,1.3207,103.9102
RC1823,Glory Kindergarten,597611,1.3383,103.7755
PT8867,CARPE DIEM KIDZ PLAYHOUSE PTE. LTD.,759791,1.4562,103.8296
PT9657,CHENGZHU MANDARIN KINDERGARTEN,138639,1.3053,103.7884
PT9440,Sunflower Preschool @ Sembawang Pte. Ltd.,758407,1.4369999999999998,103.8259
PT9259,MINDCHAMPS PRESCHOOL@PUNGGOL NORTHSHORE PTE LTD,828670,1.415,103.899
PT9608,Primus Schoolhouse Alexandra by Invictus,159971,1.2873,103.8053
ST0007,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC),460131,1.327,103.9358
PT9326,STAR LEARNERS @ GAMBAS PTE LTD,757087,1.4448,103.8128
NT0504,MY FIRST SKOOL,272018,1.3111,103.7919
RC1763,HAVEN SCHOOLHOUSE @ BAHAGIA,320029,1.3254,103.8587
PT7040,KIDDIE EXPLORERS PRESCHOOL,546654,1.3922,103.901
RC1761,HAVEN INFANT & TODDLER CENTRE,320114,1.3254,103.8575
ST0064,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL BLK 146A (CC),311146,1.3344,103.8454
PT9124,SUPERLAND PRE-SCHOOL (OUTRAM) PTE LTD,169043,1.2849,103.8353
ST0181,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL BLK 79B (CC),312079,1.3346,103.848
ST0225,PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),310157,1.3322,103.8455
ST0153,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG BLK 161 (CC),610161,1.3297,103.7215
ST0284,PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),542292,1.3954,103.8987
PT9049,LEAP KIDS PRESCHOOL @JALAN LANA PTE. LTD.,419037,1.3236,103.919
ST0337,PCF Sparkletots Preschool @ Woodgrove Blk 501 (KN),730501,1.4329,103.792
PT9509,HAPPY KIDS PRESCHOOL PTE. LTD.,388384,1.3159999999999998,103.8815
PT8798,CAELUM JUNIOR LLP,579882,1.3489,103.8447
ST0350,PCF Sparkletots Preschool @ Nee Soon East Blk 223 (KN),760223,1.4344,103.8356
ST0264,PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),520483,1.3614,103.9527
PT9543,CAMBRIDGE @ MACPHERSON PTE LTD,348471,1.3279,103.8703
PT0890,PAT'S SCHOOLHOUSE PTE LTD,229541,1.3084,103.8298
ST0220,PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),190462,1.3046,103.8608
PT9091,Sunflower Preschool @ Bukit Batok Pte Ltd,654288,1.3455,103.7589
RC1871,Centre of New Life Schoolhouse,649151,1.3494,103.6989
ST0333,PCF Sparkletots Preschool @ Yew Tee Blk 690D (KN),684690,1.4021,103.752
PT9721,Camelot at River Valley,239426,1.2919999999999998,103.8343
PT9726,Brainy Bunch Hougang Pte. Ltd.,530247,1.3592,103.8915
PT9722,Little Hands Montessori Kindergarten,238565,1.3015,103.8291
PT9629,Ideal Kidz Kindergarten,757087,1.4448,103.8128
PT9732,Milagros de Montessori School - Queens Close,140021,1.2933,103.7999
PT9195,SMI PRESCHOOL PTE. LTD.,600414,1.3201,103.7472
ST0026,PCF Sparkletots Preschool @ Nee Soon Central Blk 723 (CC),760723,1.426,103.8299
ST0010,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC),680003,1.3825,103.7525
PT9539,GUG PRESCHOOL @ THOMSON,309458,1.3153,103.8456
PT9098,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,575624,1.3564,103.8375
PT9803,MAPLEBEAR REDHILL,159837,1.2821,103.8181
PT9237,MAPLEBEAR PREP SCHOOL PTE LTD,669569,1.3569,103.7631
RC1887,TUNG LING KINDERGARTEN,449274,1.3045,103.9064
PT9424,BRIGHTON MONTESSORI CENTRES PTE LTD,248342,1.2941,103.827
PT9667,Clementi Woods Kindergarten LLP,127370,1.3028,103.7658
RC1803,Little Shepherds' Schoolhouse@Church of the Holy Trinity,529455,1.3489,103.9494
PT9527,BUCKET HOUSE PRESCHOOL,737856,1.4380000000000002,103.807
PT9572,HANIS Montessori Kindergarten ( Pasir Ris ),510775,1.3741,103.9371
RC1861,Hebron Christian Preschool,689284,1.3945,103.7441
PT8622,YUQUAN PRESCHOOL @GUILLEMARD,397999,1.3082,103.8808
PT9698,HEARTFIELD KINDERGARTEN PTE LTD,259810,1.3171,103.8341
PT8617,CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,510625,1.3786,103.942
PT9434,BRIGHT PATH INCLUSIVE PRESCHOOL,286846,1.3426,103.7967
PT9276,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,787149,1.3813,103.8324
PT5460,ETONHOUSE PRE-SCHOOL PTE LTD,287771,1.3312,103.7982
PT9590,WHITE LODGE WEST COAST PTE LTD,118141,1.2801,103.7863
RC1859,KHALSA KINDERGARTEN,209943,1.3142,103.8585
YW0070,YWCA OUTRAM CHILD DEVELOPMENT CENTRE,169051,1.2853,103.8354
RC1886,St. Hilda's Kindergarten,429740,1.3078,103.9008
YW0050,YWCA MARINE DRIVE CHILD DEVELOPMENT CENTRE,440066,1.3039,103.9097
YW0110,YWCA BUKIT GOMBAK CHILD DEVELOPMENT CENTRE,650531,1.3563,103.7504
YW0120,YWCA BISHAN CHILD DEVELOPMENT CENTRE,570185,1.3498,103.8525
YW0030,YWCA WEST COAST CHILD DEVELOPMENT CENTRE,120510,1.3108,103.7608
ST0226,PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 205 (DS),310205,1.3422,103.8479
ST0372,PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 131 (DS),310131,1.3379,103.8433
ST0221,PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),210010,1.3139,103.8522
ST0070,PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (DS),161079,1.2911,103.8287
PT7680,BUBBLESLAND PLAYHOUSE PTE LTD,540238,1.3904,103.8987
PT8915,BLEU CASTLE LLP,348469,1.3287,103.8703
ST0081,PCF Sparkletots Preschool @ Nee Soon South Blk 852 (EY),760852,1.4161,103.8367
ST0356,PCF Sparkletots Preschool @ Nee Soon South Blk 875 (DS),760875,1.4148,103.8363
ST0019,PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC),760781,1.4222,103.8324
ST0157,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 937 (CC),530937,1.3747,103.8793
ST0164,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 642 (CC),530642,1.3717,103.8799
ST0274,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 632 (DS),530632,1.3706,103.8806
ST0273,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),530535,1.3764,103.8901
ST0272,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),530452,1.3786,103.8963
ST0222,PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),271004,1.308,103.7956
PT9085,SAFARI HOUSE PRESCHOOL BT BATOK,659003,1.366,103.7483
YM0080,MY WORLD PRESCHOOL LTD.,760760,1.4258,103.8326
RC1680,KIDS' KINGDOM CHILD DEVELOPMENT AND LEARNING CENTRE,828850,1.4009,103.9096
PT5170,PAT'S SCHOOLHOUSE PTE LTD,277114,1.3182,103.7789
PT8683,CARPE DIEM JUNIORS PTE. LTD.,339411,1.3098,103.865
PT8707,PAT'S SCHOOLHOUSE PTE. LTD.,159921,1.2915,103.8198
PT9494,POSSO PRESCHOOL @ TAMPINES POINT PTE. LTD.,529483,1.3528,103.9425
PT8704,MINDCHAMPS PRESCHOOL @ JTC SUMMIT PTE. LTD.,609434,1.3313,103.7418
PT8491,INNATE MONTESSORI PTE. LTD.,598543,1.3441,103.7663
PT9490,SMALL WONDER PRESCHOOL,528548,1.3655,103.9338
SK0007,SKOOL4KIDZ CENTRE,821673,1.4067,103.9116
PT7190,HAPPY TOWN CHILD CARE CENTRE,387311,1.3157,103.8724
PT8859,SUNFLOWER PRESCHOOL @ PASIR RIS PTE. LTD.,510472,1.3742,103.9573
PT9685,Jenius Kindergarten,530915,1.3775,103.8836
NT0574,MY FIRST SKOOL,730676,1.4398,103.8007
YM0169,MY WORLD PRESCHOOL LTD.,763502,1.4173,103.8416
PT9727,Workplayz Montessori,101088,1.2773,103.8077
PT9626,Blue House International,287988,1.336,103.7963
PT9672,Singapore Hokkien Huay Kuan Preschool,466781,1.3157,103.9385
PT9411,SUNFLOWER PRESCHOOL @ YISHUN PTE LTD,760513,1.416,103.8443
PT9193,LES PETITS GAULOIS PTE. LTD.,459098,1.3129,103.9241
WP0730,LEARNING VISION @ WORK PTE. LTD.,138667,1.3045,103.7916
PT9528,CHERRYBROOK PRESCHOOL EAST COAST PTE. LTD.,457127,1.3141,103.9286
PT8922,SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.,320080,1.3237,103.8557
RC1852,Bethesda Katong Kindergarten,456929,1.3168,103.9184
ST0188,PCF Sparkletots Preschool @ Punggol Shore (EY),828717,1.4019,103.9104
PT7710,BABYPLANET MONTESSORI PTE. LTD.,467961,1.3197,103.9521
NT0487,MY FIRST SKOOL,640409,1.3541,103.7253
PT9652,LITTLE ONES KINDERGARTEN,278886,1.314,103.78
PT9793,THE ELITE BABY,737854,1.435,103.8048
PT9799,Camelot Infant Preschool,359826,1.3426,103.8623
SK0025,SKOOL4KIDZ CENTRE,822409,1.4176,103.9027
PT9792,Worldly-Wise International Pre-School,329979,1.329,103.8485
PT9801,Camelot Learning Centre Pte Ltd,428918,1.3076,103.9071
PT9804,LITTLE GREENHOUSE @ ALJUNIED PTE. LTD.,389801,1.3139,103.8823
PT9795,MapleBear Early Learning Pte Ltd,387606,1.3148,103.8791
PT9177,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,278967,1.3103,103.7954
PT9800,Alora Infant Care (Leng Kee) Pte Ltd,159049,1.2896,103.8147
PT9798,The Caterpillar Clubhouse,528584,1.3503,103.9269
RC1759,TZU CHI GREAT LOVE PRESCHOOL,760703,1.4296,103.8287
ST0344,PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),732687,1.4419,103.8072
PT8417,PRESCHOOL FOR MULTIPLE INTELLIGENCES PTE. LTD.,307965,1.3168,103.8411
PT6950,RAFFLES HOUSE PRESCHOOL PTE LTD,309007,1.3193,103.8321
PT9313,LITTLE TREASURES CHILDCARE (MACPHERSON) PTE LTD,348475,1.3284,103.8713
PT1230,ALPHABET PLAYHOUSE CHILD CARE AND LEARNING CENTRE PTE LTD,239803,1.2982,103.8394
PT6690,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,680433,1.3849,103.7417
RC1848,Riverlife Kindegarten,509026,1.3783,103.9578
PT9134,MLC (PASIR RIS) PTE. LTD,510735,1.3796,103.9365
RC1040,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,730874,1.4429,103.7895
RC0920,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,760173,1.4371,103.8311
