centre_code,centre_name,postal_code,Latitude,Longitude
RC1766,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,643663,1.338,103.7024
NT0548,MY FIRST SKOOL,310236,1.3403,103.8521
NT0450,MY FIRST SKOOL,543308,1.3892,103.8868
PT5650,MODERN MONTESSORI CHILD CARE & DEVELOPMENT CENTRE PTE LTD,544914,1.3549,103.878
PT8874,AMAZING STAR MONTESSORI HOUSE (CCK),680511,1.3893,103.7409
PT9602,MASTERMINDS MONTESSORI KINDERGARTEN,267214,1.3241,103.7968
PT5550,Ace @ Work Childcare Pte Ltd (CCK 757),680757,1.3928,103.7459
PT9308,CHILDREN'S VINEYARD PRESCHOOL PTE. LTD,577177,1.3488,103.8409
NT0544,MY FIRST SKOOL,160137,1.2781,103.827
RC1864,MARIS STELLA KINDERGARTEN,258851,1.3089,103.8083
PT9495,NAFA ARTS PRESCHOOL,189655,1.2998,103.8514
NT0483,MY FIRST SKOOL,542302,1.3879,103.8907
PT9520,MAPLE BEAR EDUCARE PTE. LTD.,329022,1.3251,103.8652
PT6360,MAPLE BEAR EDUCARE PTE LTD,118599,1.2803,103.7847
PT9641,PUTRA-PUTRI KINDERGARTEN,730408,1.4289,103.7724
PW0080,PCS BUKIT BATOK CENTRE,650116,1.3496,103.7464
PT8688,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,730551,1.4331,103.7952
PT9270,Smiling Star Jurong West Pte Ltd,640635,1.3428,103.6984
PT8552,KEY ELEMENTARY EDUHOUSE PTE LTD,640262,1.3448,103.7073
ST0204,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 515 (CC),640515,1.3464,103.7208
RC1865,JAMIYAH KINDERGARTEN,399006,1.3104,103.8788
RC1821,Darul Ghufran Mosque Kindergarten,529651,1.3553,103.9399
PT9730,Jessin Kindergarten,312085,1.3363,103.8484
PT9678,LITTLE OAKS MONTESSORI KINDERGARTEN,259226,1.3197,103.8118
PT9429,SUPERLAND PRE-SCHOOL (PL) PTE. LTD.,408600,1.319,103.8948
PT8953,BRILLIANT TOTS INFANT AND CHILDCARE,809045,1.3835,103.8755
PT8855,MY KIDDIE KLUBHOUSE PTE LTD,418106,1.3303,103.9078
PT4520,TOTS TOWN PRESCHOOL @ SEMBAWANG,750480,1.4521,103.8151
KM0027,MOE KINDERGARTEN @ Naval Base,769028,1.4163,103.8388
KM0010,MOE KINDERGARTEN @ HUAMIN,768857,1.4269999999999998,103.8442
KM0013,MOE KINDERGARTEN @ RIVERSIDE,737803,1.4469999999999998,103.8018
KM0035,MOE Kindergarten @ Cedar,349700,1.3356,103.8756
KM0023,MOE KINDERGARTEN @ FIRST TOA PAYOH,319252,1.3403,103.8555
KM0033,MOE Kindergarten @ Tampines Primary,529426,1.3501,103.9438
KM0005,MOE KINDERGARTEN @ TAMPINES,522489,1.3618,103.9565
KM0028,MOE Kindergarten @ North Vista,544974,1.3829,103.8959
KM0020,MOE Kindergarten @ Fernvale,797701,1.3901,103.8743
KM0019,MOE KINDERGARTEN @ ANCHOR GREEN,544969,1.3904,103.8872
KM0007,MOE KINDERGARTEN @ SENGKANG GREEN,797636,1.3928,103.8751
KM0021,MOE KINDERGARTEN @ WELLINGTON,757702,1.4519,103.8223
KM0012,MOE KINDERGARTEN @ NORTHOAKS,757622,1.4567,103.8138
KM0031,MOE Kindergarten @ Greendale,828848,1.3965,103.9124
KM0030,MOE Kindergarten @ Northshore,828671,1.4181,103.9044
KM0026,MOE KINDERGARTEN @ Horizon,828819,1.3998,103.9132
KM0018,MOE KINDERGARTEN @ WATERWAY,828802,1.3988,103.9186
KM0017,MOE KINDERGARTEN @ PUNGGOL COVE,828674,1.4116,103.8988
KM0016,MOE KINDERGARTEN @ OASIS,828716,1.4045,103.9111
KM0006,MOE KINDERGARTEN @ PUNGGOL GREEN,828772,1.4017,103.8987
KM0004,MOE KINDERGARTEN @ PUNGGOL VIEW,828845,1.4052,103.9052
KM0034,MOE Kindergarten @ Meridian,518798,1.3755,103.9349
KM0003,MOE KINDERGARTEN @ FARRER PARK,217567,1.3124,103.8508
KM0015,MOE KINDERGARTEN @ WESTWOOD,649188,1.3472,103.7005
KM0022,MOE KINDERGARTEN @ PEI TONG,129857,1.3164,103.7675
KM0024,MOE Kindergarten @ Kranji,689189,1.3939,103.7474
KM0037,MOE Kindergarten @ West View,677742,1.3837,103.7603
KM0032,MOE Kindergarten @ Zhenghua,679002,1.3795,103.7693
KM0008,MOE KINDERGARTEN @ WEST SPRING,679946,1.3892,103.7662
KM0001,MOE KINDERGARTEN @ BLANGAH RISE,109100,1.2761,103.8086
KM0002,MOE KINDERGARTEN @ DAZHONG,659441,1.3591,103.7483
KM0036,MOE Kindergarten @ Mayflower,569948,1.3761,103.8358
PT8476,PRE-SCHOOL BY-THE-PARK PTE. LTD.,288453,1.3267,103.8107
RC1820,EN-NAEEM MOSQUE KINDERGARTEN,535136,1.3609,103.8926
PT8516,LEARNING VISION @ WORK PTE. LTD.,69537,1.2797,103.8486
PT7690,SMILING STAR SINGAPORE PTE. LTD,678295,1.3764,103.7707
PT9427,SMILING STAR EDUHUB PTE LTD,757089,1.4445,103.8138
SK0001,SKOOL4KIDZ CENTRE,734782,1.4482,103.803
PT9285,THE ORANGE ACADEMY PTE. LTD.,168730,1.2863,103.8281
ST0138,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 420A (CC),121420,1.3097,103.7687
ST0073,PCF SPARKLETOTS PRESCHOOL @ WEST COAST BLK 611 (CC),120611,1.3037,103.7695
ST0213,PCF Sparkletots Preschool @ West Coast Blk 728 (KN),120728,1.3053,103.7638
ST0212,PCF Sparkletots Preschool @ Clementi Blk 330 (DS),120330,1.3137,103.7678
ST0199,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 462A (EY),121462,1.3115,103.7656
PT9483,JUST KIDS @ ST GEORGE'S PTE LTD,328069,1.324,103.8635
ST0027,3-IN-1 FAMILY CENTRE,520205,1.3517,103.952
ST0299,PCF Sparkletots Preschool @ Yuhua Blk 317 (KN),600317,1.3466,103.7311
ST0298,PCF Sparkletots Preschool @ Yuhua Blk 251 (KN),600251,1.3432,103.7397
ST0051,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC),600264,1.3438,103.7416
ST0050,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 233 (CC),600233,1.3404,103.7409
ST0061,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 108 (CC),600108,1.3383,103.7371
NT0516,MY FIRST SKOOL,649882,1.3483,103.7114
NT0520,MY FIRST SKOOL,640613,1.3398,103.7007
NT0539,MY FIRST SKOOL,640459,1.3503,103.7209
PT9187,LITTLE EXPLORERS COVE,640482,1.3472,103.7248
RC1640,KINDERYEARS CHILDCARE & DEVELOPMENT CENTRE,680679,1.4026,103.7446
RC1862,Bukit Panjang Methodist Church Kindergarten,678091,1.3611,103.7675
RC1840,Paya Lebar Methodist Church Covenant Kindergarten,549954,1.3526,103.8757
RC1839,PENTECOST METHODIST CHURCH KINDERGARTEN,519420,1.3711,103.9573
PT8653,MINDCHAMPS PRESCHOOL @ CITY SQUARE PTE. LTD,208539,1.3114,103.8566
PT8340,ENFANT EDUCARE PTE LTD,209062,1.3087,103.8626
PT8969,LAVENDER MEADOWS ACADEMY PTE. LTD.,200633,1.3057,103.8549
PT9230,LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,208539,1.3114,103.8566
PT9773,Foochow Methodist Preschool,218577,1.3089,103.8517
NT0485,MY FIRST SKOOL,550219,1.3584,103.8722
PT9674,AL-NASRY@JURONG WEST KINDERGARTEN,640743,1.3473,103.6992
ST0215,PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),142054,1.3016,103.7968
ST0072,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 115B (CC),762115,1.4334,103.8271
PT9592,WHITE LODGE BUKIT TIMAH PTE LTD,288712,1.3324,103.8017
PT8908,MINDCHAMPS PRESCHOOL @ SERANGOON PTE. LIMITED,556741,1.352,103.8607
PT9759,Carpe Diem Schoolhouse Pte Ltd,540353,1.3932,103.8857
RC1846,Little Shepherds' Schoolhouse@Church of the Nativity,538791,1.3741,103.8977
NT0482,MY FIRST SKOOL,120375,1.3185,103.7667
PT8364,SUNFLOWER KINDERHUB PTE LTD,806787,1.3806,103.8674
SK0008,SKOOL4KIDZ CENTRE,542336,1.3975,103.8891
PT9486,RAFFLES KIDZ @ JURONG WEST PTE LTD,618640,1.3259,103.7245
RC1898,Tzu Chi Great Love PreSchool (Toa Payoh),319642,1.3353,103.845
RC1560,LIFE CHILD CARE CENTRE,188659,1.3021,103.852
PT9760,Mindchamps Preschool @ Temasek Club Pte Ltd,588406,1.3465,103.7809
PT8730,MINDCHAMPS PRESCHOOL @ PARAGON PTE. LIMITED,238859,1.3039,103.8355
PT9419,MINDCHAMPS PRESCHOOL@RAFFLES TOWN CLUB PTE.LTD,297753,1.3219,103.825
PT8819,AMERICARE CHILD DEVELOPMENT CENTRE,389496,1.314,103.8852
PT9179,SAFARI HOUSE BABIES & TODDLERS,138664,1.3038,103.7899
PT5280,KIDDIWINKIE SCHOOLHOUSE PTE LTD,229492,1.3104,103.8399
PT9109,LIGHTHOUSE EDUCARE PTE LTD,737854,1.435,103.8048
PT8547,HAPPY FAMILY EDU-HUB PTE. LTD.,524493,1.3626,103.9519
NT0505,MY FIRST SKOOL,680208,1.3815,103.7482
SK0013,SKOOL4KIDZ CENTRE,523878,1.3513,103.9294
PT9287,THE LITTLE SKOOL- HOUSE INTERNATIONAL PTE LTD,519599,1.3772,103.9552
PT9757,Safari House Preschool Khatib,767944,1.4148,103.8311
PT9609,Mahad Al Nasry @ Sengkang,546646,1.3917,103.9011
PT9492,INJENIUS PRESCHOOL PTE. LTD.,549783,1.3651,103.8827
PT7300,CUDDLE KIDS PLAYHOUSE PTE. LTD.,730539,1.4291,103.7923
PT9116,STAR LEARNERS @ WOODLANDS PTE LTD,737853,1.4348,103.8028
PT9711,Raffles Montessori Kindergarten (Aljunied),388375,1.3152,103.8814
PT9704,DYNAMIC WORLD MONTESSORI PTE LTD,428951,1.3082,103.9093
PT9780,Adventure Tree Preschool,439289,1.2985,103.8948
PT9030,LEAP KIDS PRESCHOOL @ WOODLANDS PTE LTD,737853,1.4348,103.8028
PT9076,LEARNING KIDZ ACADEMY PTE. LTD.,529541,1.3532,103.9427
PT7890,IMAN CHILDCARE PTE. LTD.,510148,1.3623,103.9621
PT9119,SUNSHINE KIDS CARE CENTRE @ TAMPINES PTE. LTD.,521519,1.3573,103.9404
RC1885,Far Eastern Kindergarten,309063,1.3158,103.838
PT9062,Nurtured Nest Bukit Timah Pte. Ltd.,289627,1.3308,103.7994
PT9688,CAPELLA PRESCHOOL PTE. LTD.,387387,1.319,103.8808
PW0090,PCS TAMPINES CENTRE,520432,1.3589,103.9505
RC1875,Jurong Calvary Kindergarten,618720,1.3332,103.7235
RC1140,YMCA CHILD DEVELOPMENT CENTRE,730171,1.4340000000000002,103.7765
ST0265,PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),520725,1.357,103.9353
RC0600,THE MORAL CHILDCARE CENTRE,650415,1.3633,103.7466
PT9789,Leeds Montessori,546663,1.3928,103.9009
PT9604,HANIS Montessori Kindergarten (Enterprise One),415934,1.3328,103.9026
PT9477,HOUSE ON THE HILL PTE. LTD.,259887,1.3151,103.834
PT9071,KIDDIWINKIE SCHOOLHOUSE @ NOVENA PTE. LTD.,307903,1.3212,103.8424
PT9693,AGAPE MONTESSORI HOUSE KINDERGARTEN,574756,1.3784,103.8322
PT9772,The Little Skool-House At Ngee Ann Polytechnic,599489,1.3328,103.7746
PT9487,MAPLEBEAR DISCOVERY LAND PTE. LTD.,578527,1.3523,103.8459
RC1530,IYAD PERDAUS CHILD DEVELOPMENT CENTRE,680418,1.3824,103.7414
PT9171,First Steps Preschool @ Admiralty,730701,1.4418,103.7961
PT9003,CAMBRIDGE CDC @ YIO CHU KANG PTE. LTD.,806011,1.39,103.8606
PT8560,SMART KIDS EDUCARE LLP,809173,1.3819,103.8755
PT9004,RAFFLES KIDZ @ YIO CHU KANG PTE. LTD.,806014,1.3902,103.8601
PT9150,SDM-MORIAH PRESCHOOL (GREENWICH) PTE LTD,807011,1.3874,103.8692
PT9219,First Steps Preschool @ Sengkang,805960,1.3872,103.8704
PT8967,IKIDS WORLD PTE. LTD.,807381,1.3845,103.8653
PT9278,KIDDIWINKIE SCHOOLHOUSE@GRANDSTAND PTE LTD,809741,1.3908,103.8517
PT0510,KINDERLAND PRESCHOOL,805946,1.3905,103.854
PT9728,MapleBear Yio Chu Kang,805939,1.3891,103.8639
PT8949,Starshine Montessori Childcare Center,669173,1.3537,103.7594
PT9362,SCHOOLHOUSE BY THE BAY @ HILLVIEW,667970,1.362,103.7643
PT8731,RAFFLES KIDZ @ BUKIT PANJANG PTE. LTD.,669682,1.3784,103.7598
PT4910,MONTESSORI @ GRACELAND PTE LTD,668111,1.3763,103.7583
PT8399,AAYTOZEE @ HILLVIEW PTE LTD,668947,1.3588,103.7619
PT9406,AAYTOZEE LEARNING COVE PTE LTD,669915,1.3575,103.7601
PT8689,LOVESHINE MONTESSORI SCHOOLHOUSE PTE. LTD.,669898,1.3579,103.7599
PT9121,LITTLE KINDER MONTESSORI LLP,669949,1.3575,103.7585
WP0210,LEARNING VISION @ WORK PTE LTD,637034,1.3529,103.6892
PT9510,SUNFLOWER @ YUNNAN PTE LTD,638310,1.3394,103.692
PT8642,SDM - ICHIBAN PRESCHOOL PTE LTD,638350,1.3375,103.6925
PT9453,MAPLEBEAR ELITE PRESCHOOL PTE LTD,638270,1.3376,103.6906
PT9632,Summer Montessori,618593,1.327,103.7247
PT9199,ACEKIDZ @ SG PTE. LTD.,611175,1.332,103.7215
PT9256,ACEKIDZ @ LAKEVISTA PTE. LTD.,610138,1.3279,103.7234
PT9325,STAR LEARNERS @ YUNG HO PTE LTD,618593,1.327,103.7247
PT8791,PAT'S SCHOOLHOUSE PTE. LTD.,618593,1.327,103.7247
NT0518,MY FIRST SKOOL,618616,1.3358,103.7217
NT0060,MY FIRST SKOOL,610333,1.3394,103.7234
PT8989,IMAN CHILDCARE (JURONG) PTE. LTD.,610399,1.3349,103.7204
RC0430,Little Seeds Preschool,350105,1.3344,103.8687
PT1090,KINDERCAMPUS (S) PTE LTD,359756,1.3491,103.8656
RC0030,BETHEL DAY CARE CENTRE,359110,1.3462,103.8689
PT5250,KINDERLAND PRESCHOOL,730900,1.4351,103.7868
PT9310,CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@ADMIRALTY PTE LTD,730715,1.442,103.7994
RC1767,NEW LIFE COMMUNITY SERVICES,730580,1.4306,103.7963
NT0471,MY FIRST SKOOL,733688,1.4433,103.8073
PW0040,PCS WOODLANDS CENTRE,730023,1.4415,103.7733
RC1716,GLOBAL CHILD DEVELOPMENT CENTRE,730620,1.4334,103.7989
EB0015,E-BRIDGE PRE-SCHOOL PTE LTD,730573,1.4311,103.7985
SK0002,SKOOL4KIDZ CENTRE,730024,1.4415,103.7721
PT9216,JUST KIDS @ WOODLANDS PTE. LTD.,730769,1.4473,103.799
PT4770,LEARNING VISION @ WORK PTE. LTD.,730548,1.4307,103.7939
PT8505,KINDERCARE CENTRE LLP,731502,1.4333,103.7913
PT3210,BRIGHT CHILD EDUCARE CENTRE,730128,1.4375,103.7789
PT9349,MAPLEBEAR EXPLORERS PTE. LTD.,787502,1.3871,103.8292
PT9705,MINDCHAMPS PRESCHOOL@THE BROOKS II PTE LIMITED,786015,1.4039,103.8188
PT8676,CARPE DIEM @ HILLTOP PTE. LTD.,787087,1.3786,103.8303
PT9000,SAFARI HOUSE PRESCHOOL THOMSON,787494,1.3836,103.8284
PT9059,CHERIE HEARTS @ UPPER THOMSON PTE. LTD.,787623,1.3865,103.8267
PT9222,SUNNY BUNNY MONTESSORI PTE. LTD.,787103,1.385,103.8257
PT9644,SAFARI HOUSE PRESCHOOL SENGKANG,797637,1.3964,103.8751
NT0566,MY FIRST SKOOL,797536,1.3951,103.8787
RC1769,WHOLE CHILD NURTURE CENTRE,793430,1.3946,103.8783
PT9240,GREENLAND CHILDCARE @ FERNVALE PTE LTD,793472,1.3963,103.8812
EB0012,E-BRIDGE PRE-SCHOOL PTE LTD,791417,1.3916,103.8807
PT9372,CHATSWORTH PRESCHOOL,799752,1.4031,103.8709
PT9131,ICHIBAN MONTESSORI CHILDCARE CENTRE (FERNVALE) PTE. LTD.,790439,1.3922,103.8776
PT8160,LEARNING HUB@GRACELAND PTE. LTD.,588177,1.3424,103.7764
PT9180,SAFARI HOUSE PRESCHOOL BT TIMAH,588179,1.3433,103.7759
PT9634,Mosaic Preschool,589472,1.3367,103.7838
PT9786,SUPERLAND PRE-SCHOOL (BT2) PTE LTD,589622,1.3333,103.7888
PT9485,HI-5 HOL PRESCHOOL @ BUKIT TIMAH PTE LTD,588534,1.3405,103.7824
RC1892,Arise Preschool,589240,1.3446,103.7757
PT9114,ETONHOUSE BILINGUAL PRE-SCHOOL PTE. LTD.,588184,1.3454,103.773
PT8531,PRE-SCHOOL BY-THE-PARK (DUNEARN) PTE LTD,589445,1.3348,103.7881
PT9368,SUPERLAND PRE-SCHOOL (100 AM),79027,1.2748,103.8435
PT9525,MY LEARNING HAVEN (SUNTEC),38983,1.2951,103.8585
PT8994,MindChamps PreSchool @ Marina Square,39594,1.2913,103.8575
PT8120,JOSIAH MONTESSORI : CITY CHILDCARE CENTRE,38983,1.2951,103.8585
RC1811,Mujahidin Mosque Kindergarten,148952,1.2981,103.801
PT9791,MapleBear Joyful Woods PreSchool Pte Ltd,737853,1.4348,103.8028
RC0900,HAVEN SCHOOLHOUSE @ BEDOK NORTH,460093,1.3329,103.9413
PT8977,SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.,350113,1.3361,103.8636
PT5010,IDEAL MONTESSORI PTE LTD,357741,1.3392,103.8696
NT0530,MY FIRST SKOOL,350134,1.3345,103.8663
PT9170,GLOBAL TOTS @ BRADDELL PTE. LTD.,358421,1.3448,103.862
PT8790,NOBLELAND ARTS N LEARNING PLACE @ BISHAN PTE. LTD.,576101,1.3529,103.8424
PT7650,GREENERY CHILDCARE CENTRE,680483,1.3758,103.7378
PT9697,Dayspring Kindergarten Private Limited,828670,1.415,103.899
PT8376,SUNFLOWER BABY HOUSE PTE. LTD.,287994,1.3387,103.7933
PT8984,CARPE DIEM SCHOOLHOUSE PTE. LTD.,590005,1.3382,103.7745
PT9251,MAPLE BEAR PRESCHOOL PTE. LTD.,169634,1.2875,103.8364
RC1903,Little Seeds Preschool,521159,1.351,103.9461
RC1902,Little Seeds Preschool,670402,1.3803,103.7681
RC1901,Little Seeds Preschool,650247,1.3499,103.757
RC1897,Little Seeds Preschool,347592,1.3323,103.8742
PT8623,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,398007,1.3075,103.8813
RC1896,Little Seeds Preschool,98717,1.2696,103.8145
RC1889,Little Seeds Preschool @ PPHBC,118827,1.2804,103.7857
RC1400,Little Seeds Preschool,520727,1.3563,103.9355
RC0610,Little Seeds Preschool,760662,1.4205,103.8406
RC0500,Little Seeds Preschool,670439,1.383,103.7705
RC0470,Little Seeds Preschool,650211,1.346,103.7504
RC0090,Little Seeds Preschool,640511,1.3478,103.7196
RC0660,HAVEN SchoolHouse @ Bukit Purmei,90102,1.2718,103.8266
NT0020,MY FIRST SKOOL,120428,1.3125,103.7633
PT9322,STAR LEARNERS @ JURONG WEST PTE LTD,640862,1.3501,103.6967
PT9330,QUALITY CENTRES (PTE. LTD.),49710,1.2821,103.8495
PT4700,SDM CHILDCARE CENTRE (JURONG EAST) PTE LTD,608838,1.3323,103.7484
PT9355,ILHAM CHILD CARE (EAST) PTE LTD,408555,1.3317,103.897
PT9755,MAPLEBEAR THE ALPHA,117684,1.2885,103.7797
PT8375,MLC (BEDOK RESERVOIR) PTE. LTD.,470718,1.3366,103.9257
ST0023,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 78B (CC),143078,1.2941,103.8095
PT7810,NUTURE TOTS PRE-SCHOOL PTE. LTD.,519923,1.3806,103.9477
PT9758,MindChamps PreSchool @ Sentosa,98138,1.2569,103.8206
ST0031,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC),100044,1.2714,103.8107
PT9273,Little Footprints Preschool Group Pte Ltd,520372,1.3564,103.9581
PT8782,CHERIE HEARTS NURTURELOFT PTE. LTD.,573960,1.3591,103.834
PT9606,ZULFA KINDERGARTEN @ PASIR RIS PTE LTD,510626,1.3798,103.9409
PT9607,ZULFA KINDERGARTEN @ CHOA CHU KANG PTE LTD,680445,1.3818,103.7367
RC1867,Little Shepherds' Schoolhouse@Church of St Francis Xavier,558758,1.3584,103.8636
ST0227,PCF Sparkletots Preschool @ Whampoa Blk 85 (DS),320085,1.3228,103.8564
PT7380,BRIGHT KIDS SCHOOL HOUSE PTE LTD,824175,1.3985,103.9078
PT8406,KIDDIWINKIE SCHOOLHOUSE @ UPPER BUKIT TIMAH,597925,1.3425,103.7739
PT9661,P&J Montessori Kindergarten Pte Ltd,574141,1.3573,103.8262
PT9246,LITTLE PRESCHOOL PTE. LTD,513530,1.3716,103.9501
ST0228,PCF Sparkletots Preschool @ Whampoa Blk 112 (KN),321112,1.3259999999999998,103.8568
PT9305,LITTLE PADDINGTON PRESCHOOL TANGLIN PTE LTD,287985,1.3355,103.7926
PT8494,CITIKIDS EDVENTURE PTE. LTD.,670450,1.3845,103.7724
PT8974,LITTLE GREENHOUSE @ TAMPINES PTE. LTD.,520707,1.3576,103.9369
PT8877,WHARTON PRESCHOOL PTE. LTD.,554360,1.376,103.8706
PT8379,RAFFLES HOUSE PRESCHOOL (ROBIN CLOSE),258297,1.3188,103.8268
PT8587,PICKET FENCE @ TAMPINES PTE. LTD.,520817,1.3476,103.9367
PT9500,ODYSSEY THE GLOBAL PRESCHOOL PTE. LTD.,239128,1.2978,103.8392
PT9536,MAPLE BEAR LEARNING PLACE PTE. LTD.,128020,1.3164,103.7575
PT9261,SUNFLOWER KIDDY STAR PRESCHOOL PTE LTD,520896,1.3483,103.9325
ST0229,PCF Sparkletots Preschool @ Whampoa Blk 106 (DS),322106,1.321,103.861
NT0479,MY FIRST SKOOL (DS),730742,1.4439,103.796
PT9785,ELITE KIDZ PRESCHOOL,609342,1.3213,103.7476
PT8359,BAMBINI CHILDCARE LLP,598523,1.3429,103.7672
RC1893,Hope Community Kindergarten (Choa Chu Kang),689907,1.3778,103.7403
ST0180,PCF SPARKLETOTS PRESCHOOL @ LIMBANG BLK 786 (EY),680786,1.3951,103.7483
PT9079,LITTLE SAGE INTERNATIONAL PRESCHOOL,348796,1.3328,103.8761
PT9239,SMI BERRIIS PRESCHOOL PTE. LTD.,680620,1.3997,103.7471
ST0124,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA BLK 632A (CC),671632,1.3854,103.758
PT7320,EUREKA SCHOOLHOUSE PTE LTD,129423,1.3197,103.7562
ST0177,PCF Sparkletots Preschool @ Kebun Baru Blk 260B (CC),562260,1.3689,103.834
NT0546,MY FIRST SKOOL,550264,1.3524,103.8721
PT9129,GLOBALKIDS EDU PTE LTD,554913,1.3756,103.872
RC1857,Marymount Preschool,319253,1.3406,103.857
RC1824,The Ascension Kindergarten,359338,1.3302,103.8665
ST0194,PCF Sparkletots Preschool @ Sembawang Central Blk 503C (EY),753503,1.4505,103.8229
ST0319,PCF Sparkletots Preschool @ Hong Kah North Blk 338 (KN),650338,1.3635,103.7508
PT8200,CARPE DIEM KIDSWORLD PTE. LTD.,640739,1.3461,103.7
PT9748,AKARUI EARLY YEARS LEARNING CENTRE PTE LTD,310490,1.3326,103.8483
PT9782,ARTEMIS PRESKOOL @ TAMPINES,521866,1.3554,103.9344
PT9533,Deerland Pre - School Pte. Ltd.,310199,1.342,103.8506
ST0179,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 123 (CC),680123,1.3792,103.7495
ST0058,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 337 (CC),750337,1.4462,103.8157
ST0111,PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),641275,1.3524,103.7022
ST0297,PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 48 (DS),600048,1.3205,103.74
PT9331,ETONHOUSE PRE-SCHOOL PTE LTD,269782,1.3282,103.8021
PT6720,Little Sage International Preschool@Bishan,576013,1.3546,103.8427
PT9449,LEARNING VISION @ WORK PTE LTD,544835,1.3959,103.8922
ST0371,PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),760671,1.4192,103.8416
RC1837,TRUE WAY PRESBYTERIAN KINDERGARTEN,148947,1.2937,103.8057
ST0198,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 303A (EY),541303,1.3871,103.8908
WP0739,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,298136,1.3337,103.8395
PT9478,KIDSCAMPUS WEST COAST PTE LTD,120509,1.3112,103.761
PT8609,MINDCHAMPS PRESCHOOL @ TAMPINES CENTRAL 6 PTE. LTD.,529483,1.3528,103.9425
ST0241,PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 59 (KN),460059,1.3249,103.9202
ST0266,PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),520856,1.3534,103.9366
PT8598,MINDCHAMPS PRESCHOOL @ CHANGI BUSINESS PARK PTE. LTD.,486066,1.3348,103.9653
ST0311,PCF Sparkletots Preschool @ Pioneer Blk 654B (KN),642654,1.3362,103.6979
RC1894,Hope Community Kindergarten Tampines,529151,1.3613,103.9522
PT9432,MAPLEBEAR LEARNING CENTRE PTE LTD,546934,1.3639,103.8761
PT9334,BRILLIANT TOTS PTE. LTD.,640610,1.3383,103.7009
PT9771,Al-Amin Preschool,520492,1.3630000000000002,103.9535
PT9105,Sunflower Preschool @ Rivervale,540145,1.3899,103.9061
ST0055,PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 172 (CC),560172,1.3747,103.8365
PT8453,KIDZPRO LLP,520939,1.3482,103.9412
PT9579,Lodestar Montessori Preschool Pte Ltd,537319,1.3606,103.8904
PT8639,CAMBRIDGE CDC @ SENGKANG PTE. LTD.,548601,1.3904,103.9044
ST0147,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 415 (CC),560415,1.3645,103.8537
ST0288,PCF Sparkletots Preschool @ Teck Ghee Blk 235 (KN),560235,1.3668,103.8365
ST0341,PCF Sparkletots Preschool @ Sembawang West Blk 789 (KN),730789,1.4434,103.8024
PT9473,PEGASUS INTERNATIONAL PRESCHOOL PTE LTD,219248,1.3126,103.8474
ST0382,PCF Sparkletots Preschool @ Radin Mas,159563,1.2841,103.8193
ST0202,PCF Sparkletots Preschool @ Toa Payoh East Blk 6 (EY),310006,1.3386,103.8572
NT0498,MY FIRST SKOOL,550306,1.3542,103.8669
PT9378,MINDCHAMPS PRESCHOOL @ CONCORDE HOTEL (ORCHARD) PTE LTD,238840,1.3006,103.8422
RC1809,Al-Istighfar Mosque Kindergarten,518239,1.371,103.9641
PT8393,RAINBOW COVE EDUCATIONAL SERVICES PTE. LTD.,466451,1.3149,103.9377
PT9476,SAIL PLAYHOUSE PTE LTD,757046,1.4425,103.8172
ST0169,PCF SPARKLETOTS PRESCHOOL @ MARSILING (CC),738621,1.4358,103.7806
ST0044,PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 180 (CC),560180,1.3767,103.8384
