ndist_fd_centre
5.275732881161252
4.928683132774837
4.455344404551683
3.592620254693591
3.2106912617476784
2.427024561094032
1.8882903494101242
1.8525945829706496
1.6056565693179878
1.4079730188522
1.3746411366364737
1.1492312307358776
1.1313604858114943
0.7604919970189337
0.5294277656527036
0.46194282631586747
0.42530545050416113
0.424983699503716
0.40419290583809275
0.35230267648797264
0.335958356370705
0.31909652563652763
0.316601377511069
0.3079440844011359
0.3069218652393085
0.19339526141159744
