BLK_NO,ROAD_NAME,POSTAL,LATITUDE,LONGITUDE
247,SIMEI STREET 5,520247,1.344275961,103.9531702
225B,COMPASSVALE WALK,542225,1.387845529,103.8989519
265,BISHAN STREET 24,570265,1.35831238,103.8420882
183A,BOON LAY AVENUE,641183,1.34861717,103.7097336
234,BISHAN STREET 22,570234,1.358370578,103.8460914
234,BISHAN STREET 22,570234,1.358286904,103.8462248
680A,JURONG WEST CENTRAL 1,641680,1.344623934,103.7055601
862,YISHUN AVENUE 4,760862,1.417175643,103.8393414
9,BEDOK SOUTH AVENUE 2,460009,1.323209742,103.936904
803,YISHUN RING ROAD,760803,1.418217946,103.8316015
148,TAMPINES AVENUE 5,521148,1.350613171,103.94225
412,SERANGOON CENTRAL,550412,1.348471747,103.8732734
2,LORONG LEW LIAN,531002,1.350607956,103.8756801
2,LORONG LEW LIAN,NIL,1.350577179,103.8756482
2,LORONG LEW LIAN,531002,1.35052006,103.8755605
54,CASSIA CRESCENT,390054,1.310048006,103.8846782
54,CASSIA CRESCENT,NIL,1.310236246,103.8848161
946,TAMPINES AVENUE 4,520946,1.351382637,103.9399948
946,TAMPINES AVENUE 4,520946,1.351383819,103.9401744
712,BEDOK RESERVOIR ROAD,470712,1.335907292,103.922634
236,SERANGOON AVENUE 3,550236,1.354240067,103.8698218
13,JALAN BUKIT MERAH,150013,1.287718959,103.8072806
6,JALAN BUKIT HO SWEE,161006,1.287638699,103.8314433
93,GEYLANG BAHRU,330093,1.322188988,103.871612
700,PASIR RIS DRIVE 10,510700,1.380266008,103.9383197
264,BISHAN STREET 24,570264,1.358658979,103.8420498
264,BISHAN STREET 24,570264,1.358668253,103.8420697
204,BISHAN STREET 23,570204,1.35487655,103.8475941
50,HAVELOCK ROAD,160050,1.289778139,103.8267937
50,HAVELOCK ROAD,160050,1.289764755,103.8268029
50,HAVELOCK ROAD,160050,1.28977814,103.8267938
50,HAVELOCK ROAD,160050,1.289764755,103.8268029
2,UPPER ALJUNIED LANE,360002,1.333989533,103.8789635
698B,HOUGANG STREET 61,532698,1.374806815,103.8877085
56,HAVELOCK ROAD,161056,1.290129527,103.8289143
886A,WOODLANDS DRIVE 50,731886,1.438291516,103.7946129
409,WOODLANDS STREET 41,730409,1.429120988,103.7733265
354,CLEMENTI AVENUE 2,NIL,1.313530403,103.7708598
354,CLEMENTI AVENUE 2,120354,1.313530411,103.7708598
354,CLEMENTI AVENUE 2,120354,1.313530403,103.7708598
558,HOUGANG STREET 51,530558,1.380494819,103.8897605
22,QUEEN'S CLOSE,140022,1.293566229,103.7996226
449,HOUGANG AVENUE 10,530449,1.378780982,103.8951536
449,HOUGANG AVENUE 10,530449,1.378781348,103.8951513
552,CHOA CHU KANG STREET 52,680552,1.394610617,103.7426638
269B,QUEEN STREET,182269,1.300356709,103.8534664
318,TAMPINES STREET 33,520318,1.35146094,103.9560749
318,TAMPINES STREET 33,520318,1.351460935,103.9560749
502,BISHAN STREET 11,570502,1.348579053,103.848348
42,CASSIA CRESCENT,390042,1.310411405,103.886398
161,BISHAN STREET 13,570161,1.347591835,103.8564118
33,TEBAN GARDENS ROAD,600033,1.320302528,103.7418485
656,HOUGANG AVENUE 8,530656,1.373235717,103.8817023
155,JALAN TECK WHYE,680155,1.378936937,103.7571651
714,WOODLANDS DRIVE 70,730714,1.442049287,103.7987891
25,TECK WHYE LANE,680025,1.377987156,103.7551876
592B,MONTREAL LINK,752592,1.450663888,103.8276019
119,BUKIT MERAH VIEW,152119,1.283527552,103.82083
119,BUKIT MERAH VIEW,152119,1.28339029,103.8211258
119,BUKIT MERAH VIEW,152119,1.283422477,103.8210682
64,CIRCUIT ROAD,370064,1.326984045,103.8871484
462,HOUGANG AVENUE 10,530462,1.372225574,103.8946404
353A,ADMIRALTY DRIVE,751353,1.45053763,103.8191355
133,PASIR RIS STREET 11,510133,1.365726597,103.956188
47,LORONG 6 TOA PAYOH,310047,1.336910298,103.8540304
648B,JURONG WEST STREET 61,642648,1.338387692,103.6981926
468C,ADMIRALTY DRIVE,753468,1.450309158,103.8148778
308,CLEMENTI AVENUE 4,120308,1.32105185,103.7669104
122,HOUGANG AVENUE 1,530122,1.353744081,103.8861593
139,JOO SENG ROAD,368362,1.338459063,103.8840724
135,JOO SENG ROAD,368363,1.33807302,103.8828157
138,JOO SENG ROAD,368361,1.337775693,103.8846465
132,JOO SENG ROAD,368358,1.336984384,103.8833465
130,JOO SENG ROAD,368357,1.337466129,103.8829167
136,JOO SENG ROAD,368360,1.337711363,103.8840977
13,JOO SENG ROAD,360013,1.335772405,103.8793011
13,JOO SENG ROAD,360013,1.335704462,103.879466
134,JOO SENG ROAD,368359,1.337705687,103.8836242
123D,RIVERVALE DRIVE,544123,1.386844965,103.9021921
56,STRATHMORE AVENUE,140056,1.293360743,103.809857
210,BOON LAY PLACE,640210,1.347790527,103.7131345
210A,BOON LAY PLACE,641210,1.348235674,103.713244
210,BOON LAY PLACE,640210,1.347645928,103.7129332
210,BOON LAY PLACE,640210,1.347640408,103.712965
546,WOODLANDS DRIVE 16,730546,1.429704068,103.7939703
75B,REDHILL ROAD,152075,1.288480938,103.8158788
688,HOUGANG STREET 61,530688,1.376161791,103.8855498
23,TELOK BLANGAH CRESCENT,90023,1.276080724,103.8208395
181,EDGEFIELD PLAINS,820181,1.399144305,103.9089833
544,ANG MO KIO AVENUE 10,560544,1.373959619,103.8564714
335,ANG MO KIO AVENUE 1,560335,1.363209968,103.8506906
506,WEST COAST DRIVE,120506,1.312516969,103.7608674
211,ANG MO KIO AVENUE 3,560211,1.369196966,103.8416666
952,HOUGANG AVENUE 9,530952,1.37529715,103.8777321
59,JALAN MA'MOR,320059,1.328109584,103.8571257
62,TEBAN GARDENS ROAD,600062,1.321499034,103.7389822
331A,ANCHORVALE STREET,541331,1.395949757,103.8904679
484,SEGAR ROAD,670484,1.38840059,103.7718822
167B,PUNGGOL EAST,822167,1.394227136,103.9149774
746,PASIR RIS STREET 71,510746,1.378607029,103.9351562
66,COMMONWEALTH DRIVE,140066,1.299116852,103.7965838
731,YISHUN STREET 72,760731,1.428348586,103.8311163
731,YISHUN STREET 72,760731,1.428347047,103.8311188
731,YISHUN STREET 72,760731,1.428257033,103.8312216
350,CORPORATION DRIVE,610350,1.338671624,103.719137
350,CORPORATION DRIVE,610350,1.338670482,103.7191352
269,PASIR RIS STREET 21,510269,1.36530054,103.9637505
314B,ANCHORVALE LINK,542314,1.391049862,103.8888467
104B,EDGEFIELD PLAINS,822104,1.396608862,103.9053038
767,BEDOK RESERVOIR VIEW,470767,1.335851182,103.9367776
109,YISHUN RING ROAD,760109,1.432799057,103.8286462
20,QUEEN'S CLOSE,140020,1.292750071,103.7999359
608,JURONG WEST STREET 65,640608,1.337974716,103.7001717
102,BEDOK NORTH AVENUE 4,460102,1.333906548,103.9374584
238,BUKIT BATOK EAST AVENUE 5,650238,1.349832265,103.7547382
135,POTONG PASIR AVENUE 3,350135,1.334690587,103.8668243
58,CHAI CHEE DRIVE,460058,1.325918895,103.9197569
58,CHAI CHEE DRIVE,460058,1.325960771,103.9197331
124,SIMEI STREET 1,520124,1.346307129,103.9533758
52,TEBAN GARDENS ROAD,600052,1.321009823,103.7374828
266,BOON LAY DRIVE,640266,1.346103106,103.7063127
185D,RIVERVALE CRESCENT,544185,1.393866998,103.9063512
7,TOH YI DRIVE,590007,1.337373144,103.7750432
186,PUNGGOL CENTRAL,820186,1.398563328,103.9111
333D,ANCHORVALE LINK,544333,1.394224944,103.8922439
607,CHOA CHU KANG STREET 62,680607,1.399016586,103.7441822
498L,TAMPINES STREET 45,528498,1.362409331,103.9571975
281,BISHAN STREET 24,570281,1.357277093,103.8446291
452A,SENGKANG WEST WAY,791452,1.39354732,103.874486
493,ADMIRALTY LINK,750493,1.456546013,103.8167639
258A,COMPASSVALE ROAD,541258,1.392934744,103.8969182
240,COMPASSVALE WALK,540240,1.390750815,103.8979469
457,JURONG WEST STREET 41,640457,1.350698225,103.7209051
611,YISHUN STREET 61,760611,1.420200859,103.8361529
611,YISHUN STREET 61,760611,1.420200856,103.8361529
466,JURONG WEST STREET 41,640466,1.349848562,103.722671
955,HOUGANG AVENUE 9,530955,1.376155038,103.8781923
832,JURONG WEST STREET 81,640832,1.344024114,103.6952204
270B,PUNGGOL FIELD,822270,1.404108025,103.8990319
1,MARINE TERRACE,440001,1.304829022,103.918615
628,BEDOK RESERVOIR ROAD,470628,1.334897237,103.9150068
419,YISHUN AVENUE 11,760419,1.423788555,103.8473029
264,BOON LAY DRIVE,640264,1.346077721,103.7068898
449,PASIR RIS DRIVE 6,510449,1.370842121,103.9583507
9,TIONG BAHRU ROAD,161009,1.286159709,103.8304481
842C,TAMPINES STREET 82,523842,1.350887883,103.9368516
842C,TAMPINES STREET 82,NIL,1.350928946,103.9367585
842C,TAMPINES STREET 82,523842,1.350928954,103.9367585
550,CHOA CHU KANG STREET 52,680550,1.394010699,103.7426926
30,BENDEMEER ROAD,330030,1.319303367,103.8640498
30,BENDEMEER ROAD,330030,1.319062332,103.8638804
30,BENDEMEER ROAD,330030,1.319093438,103.8639053
418,TAMPINES STREET 41,520418,1.358272213,103.9473089
119C,KIM TIAN ROAD,163119,1.281489151,103.827672
650,YISHUN AVENUE 4,760650,1.422898939,103.8390857
201A,PUNGGOL FIELD,821201,1.400085464,103.9035356
394,YISHUN AVENUE 6,760394,1.428872859,103.8481626
138B,LORONG 1A TOA PAYOH,312138,1.336264089,103.8456262
114,YISHUN RING ROAD,760114,1.434137926,103.8270203
7,MARINE TERRACE,440007,1.304097943,103.9172754
223,PASIR RIS STREET 21,510223,1.370643256,103.9614538
121,POTONG PASIR AVENUE 1,350121,1.335760292,103.865597
121,POTONG PASIR AVENUE 1,350121,1.335740847,103.8656656
138C,YUAN CHING ROAD,613138,1.328437977,103.7237959
3,PINE CLOSE,392003,1.306928776,103.8831105
477,SEMBAWANG DRIVE,750477,1.452084619,103.8165542
262C,COMPASSVALE STREET,543262,1.394570342,103.8951053
145,SIMEI STREET 2,520145,1.344848328,103.9555538
405,CHOA CHU KANG AVENUE 3,680405,1.380217546,103.7394533
159,LORONG 1 TOA PAYOH,310159,1.330745426,103.8456012
159,LORONG 1 TOA PAYOH,310159,1.330745429,103.8456012
129,SIMEI STREET 1,520129,1.346245794,103.9542766
113,DEPOT ROAD,100113,1.281419862,103.8072869
339C,KANG CHING ROAD,613339,1.338514379,103.721678
273D,JURONG WEST AVENUE 3,644273,1.352255026,103.7030813
417,CLEMENTI AVENUE 1,120417,1.310225666,103.7709018
304,CANBERRA ROAD,750304,1.445119207,103.8222596
254A,BUKIT BATOK EAST AVENUE 4,651254,1.350092509,103.758041
254,BUKIT BATOK EAST AVENUE 4,650254,1.349797078,103.7581483
254,BUKIT BATOK EAST AVENUE 4,650254,1.349797205,103.7581494
348,BUKIT BATOK STREET 34,650348,1.362135303,103.7506174
25,TEBAN GARDENS ROAD,600025,1.323079294,103.7377911
523A,TAMPINES CENTRAL 7,521523,1.359370987,103.9383786
681,RACE COURSE ROAD,210681,1.313720674,103.8552727
143,LORONG AH SOO,530143,1.352233427,103.8828416
531,BEDOK NORTH STREET 3,460531,1.333129919,103.9261531
601,WOODLANDS DRIVE 42,730601,1.438647189,103.7965181
601,WOODLANDS DRIVE 42,730601,1.438650317,103.7965172
357C,ADMIRALTY DRIVE,753357,1.449829415,103.817599
318,HOUGANG AVENUE 5,530318,1.365663608,103.8961947
813,TAMPINES STREET 81,520813,1.346950818,103.9364162
121A,KIM TIAN PLACE,161121,1.282650681,103.8281785
620,HOUGANG AVENUE 8,530620,1.370144007,103.8839681
411,ANG MO KIO AVENUE 10,560411,1.363395267,103.855273
118,BEDOK RESERVOIR ROAD,470118,1.331102389,103.9091466
306,YISHUN CENTRAL,760306,1.431084969,103.8402478
308,SHUNFU ROAD,570308,1.350582529,103.8378468
286,CHOA CHU KANG AVENUE 3,680286,1.379610451,103.7415307
286,CHOA CHU KANG AVENUE 3,680286,1.379610964,103.7415379
414A,FERNVALE LINK,791414,1.389583108,103.8794771
442,HOUGANG AVENUE 8,530442,1.379251899,103.893162
503,CHOA CHU KANG STREET 51,680503,1.388305174,103.7423227
604,ELIAS ROAD,510604,1.376245278,103.9432648
391,YISHUN AVENUE 6,760391,1.429467692,103.8491714
156,JALAN TECK WHYE,680156,1.378838254,103.7566354
354,WOODLANDS AVENUE 1,730354,1.432391702,103.7850653
667,WOODLANDS RING ROAD,730667,1.438645519,103.7979184
527,BEDOK NORTH STREET 3,460527,1.333911492,103.9281586
246,BANGKIT ROAD,670246,1.381371528,103.773245
240,BUKIT BATOK EAST AVENUE 5,650240,1.35048816,103.7541778
221A,JURONG EAST STREET 21,601221,1.340703187,103.7363293
146,SERANGOON NORTH AVENUE 1,550146,1.368168617,103.8729385
59,TELOK BLANGAH HEIGHTS,100059,1.275353433,103.8135883
662C,JURONG WEST STREET 64,643662,1.337480828,103.7040163
280,TOH GUAN ROAD,600280,1.340464868,103.7472942
203A,PUNGGOL FIELD,821203,1.398524282,103.9038627
10A,BOON TIONG ROAD,160010,1.286358471,103.8296262
729,TAMPINES STREET 71,520729,1.35644099,103.934139
593B,MONTREAL LINK,752593,1.45136997,103.8283246
987D,JURONG WEST STREET 93,644987,1.336596609,103.6953782
987D,JURONG WEST STREET 93,644987,1.336596601,103.6953782
313,BUKIT BATOK STREET 32,650313,1.360250272,103.747783
577,WOODLANDS DRIVE 16,730577,1.430961964,103.7965447
64,TEBAN GARDENS ROAD,600064,1.32137891,103.7397794
44,TEBAN GARDENS ROAD,600044,1.320753918,103.7416002
533,WOODLANDS DRIVE 14,730533,1.430548515,103.7920721
127,GEYLANG EAST AVENUE 1,380127,1.31772915,103.8877599
148,YISHUN STREET 11,760148,1.431950188,103.8323379
176B,EDGEFIELD PLAINS,822176,1.398557354,103.908509
319,ANG MO KIO AVENUE 1,560319,1.365097853,103.8473807
319,ANG MO KIO AVENUE 1,560319,1.365110234,103.847379
709,YISHUN AVENUE 5,760709,1.428569002,103.8277354
699B,HOUGANG STREET 52,532699,1.376702901,103.888277
558,JURONG WEST STREET 42,640558,1.354198212,103.7173441
125,RIVERVALE STREET,540125,1.388970364,103.9030448
820,YISHUN STREET 81,760820,1.413099011,103.8338677
682B,WOODLANDS DRIVE 62,732682,1.440523773,103.8037471
508,ANG MO KIO AVENUE 8,560508,1.373790082,103.849029
763,YISHUN STREET 72,760763,1.425362031,103.8345456
789,WOODLANDS AVENUE 6,730789,1.443370466,103.8024064
789,WOODLANDS AVENUE 6,730789,1.443334834,103.8023784
288B,BUKIT BATOK STREET 25,651288,1.346006231,103.7605059
474,SEGAR ROAD,670474,1.38863382,103.7723883
572B,WOODLANDS AVENUE 1,732572,1.431606894,103.7896089
127,RIVERVALE STREET,540127,1.390593603,103.9022135
243,JURONG EAST STREET 24,600243,1.342064065,103.7433067
241,TAMPINES STREET 21,520241,1.354615167,103.9471166
241,TAMPINES STREET 21,520241,1.354615167,103.9471166
303,TAMPINES STREET 32,520303,1.351993625,103.9558732
459,CLEMENTI AVENUE 3,120459,1.311389416,103.7670932
895A,WOODLANDS DRIVE 50,730895,1.436073712,103.7914885
131,CHOA CHU KANG AVENUE 1,680131,1.381493449,103.7509559
232,LORONG 8 TOA PAYOH,310232,1.337571873,103.8588439
232,LORONG 8 TOA PAYOH,310232,1.337571869,103.8588439
631,HOUGANG AVENUE 8,530631,1.370691366,103.8815186
631,HOUGANG AVENUE 8,530631,1.370688221,103.881515
631,HOUGANG AVENUE 8,530631,1.370662024,103.8816763
105,HENDERSON CRESCENT,150105,1.290214202,103.8223568
621,HOUGANG AVENUE 8,530621,1.369917638,103.8831931
633,WOODLANDS RING ROAD,730633,1.43558818,103.8023676
334,UBI AVENUE 1,400334,1.326394469,103.9030715
204A,PUNGGOL FIELD,821204,1.398778276,103.9029109
55,MARINE TERRACE,440055,1.305423685,103.9140048
12,PINE CLOSE,391012,1.308478545,103.8822878
158,LORONG 1 TOA PAYOH,310158,1.33146601,103.8450546
158,LORONG 1 TOA PAYOH,310158,1.33143429,103.8451194
440,CHOA CHU KANG AVENUE 4,680440,1.383453321,103.7393678
110,LORONG 1 TOA PAYOH,310110,1.341552751,103.8463859
708,WOODLANDS DRIVE 70,730708,1.440058371,103.7973694
311B,ANCHORVALE LANE,542311,1.391251984,103.884325
687C,WOODLANDS DRIVE 75,733687,1.44180898,103.8063724
243,SERANGOON AVENUE 2,550243,1.35290197,103.8688354
34,TANGLIN HALT ROAD,142034,1.296808995,103.7983615
775,YISHUN RING ROAD,760775,1.422531712,103.8321855
145,WOODLANDS STREET 13,730145,1.436117867,103.7732454
606,ANG MO KIO AVENUE 5,560606,1.379327772,103.836736
228,PENDING ROAD,670228,1.375346635,103.7709554
518,SERANGOON NORTH AVENUE 4,550518,1.371641182,103.8741031
518,SERANGOON NORTH AVENUE 4,550518,1.371641736,103.8741022
518,SERANGOON NORTH AVENUE 4,550518,1.371641729,103.8741022
272D,PUNGGOL WALK,824272,1.402733475,103.9004635
156,RIVERVALE CRESCENT,540156,1.391108696,103.9074281
126B,EDGEDALE PLAINS,822126,1.394548891,103.9111062
419,PASIR RIS DRIVE 6,510419,1.371523854,103.9547531
656D,JURONG WEST STREET 61,644656,1.335520967,103.6998269
264B,COMPASSVALE BOW,542264,1.3812863,103.8965434
242,HOUGANG STREET 22,530242,1.357388977,103.8921679
896A,WOODLANDS DRIVE 50,730896,1.436467556,103.7930726
467,PASIR RIS DRIVE 6,510467,1.373485771,103.9567606
303B,ANCHORVALE LINK,542303,1.387423768,103.8898488
127,PENDING ROAD,670127,1.376491643,103.7692827
509,WEST COAST DRIVE,120509,1.311157758,103.7610175
509,WEST COAST DRIVE,120509,1.311157766,103.7610175
945,HOUGANG STREET 92,530945,1.374219256,103.8810151
47,JALAN TIGA,390047,1.308760818,103.885032
238,COMPASSVALE WALK,NIL,1.390440058,103.898664
209B,COMPASSVALE LANE,542209,1.383812737,103.8988076
121A,RIVERVALE DRIVE,541121,1.386690883,103.9051119
202,CHOA CHU KANG AVENUE 1,680202,1.381836977,103.7494648
202,CHOA CHU KANG AVENUE 1,680202,1.381836983,103.7494648
348B,YISHUN AVENUE 11,762348,1.427278132,103.84198
147,GANGSA ROAD,670147,1.376020766,103.76549
663D,JURONG WEST STREET 65,644663,1.338844407,103.7023394
420,SERANGOON CENTRAL,550420,1.349149109,103.875117
452,FAJAR ROAD,670452,1.38552054,103.7721187
722,TAMPINES STREET 72,520722,1.359892545,103.9358593
150,BEDOK RESERVOIR ROAD,470150,1.336153754,103.9126723
530,SERANGOON NORTH AVENUE 4,550530,1.373394991,103.8724629
790,CHOA CHU KANG NORTH 6,680790,1.395930126,103.7497309
790,CHOA CHU KANG NORTH 6,680790,1.395923676,103.7496801
31,TANGLIN HALT ROAD,141031,1.299361916,103.7994714
159,TAMPINES STREET 12,521159,1.351041308,103.9460515
159,TAMPINES STREET 12,521159,1.351050176,103.946049
112,SIMEI STREET 1,520112,1.343109584,103.9495596
408C,FERNVALE ROAD,793408,1.389244713,103.8765563
63,TELOK BLANGAH HEIGHTS,100063,1.274831282,103.8109414
63,TELOK BLANGAH HEIGHTS,100063,1.274831288,103.8109414
5,JALAN BATU,431005,1.301563597,103.8840285
314,WOODLANDS STREET 31,730314,1.431190724,103.7760741
211,NEW UPPER CHANGI ROAD,460211,1.325500845,103.9319676
519,PASIR RIS STREET 52,510519,1.374063065,103.9451222
468B,ADMIRALTY DRIVE,752468,1.450008617,103.8141109
666,CHOA CHU KANG CRESCENT,680666,1.402439441,103.7499206
123,HOUGANG AVENUE 1,530123,1.353383139,103.8862589
123,HOUGANG AVENUE 1,530123,1.353383135,103.886259
123,HOUGANG AVENUE 1,530123,1.353383135,103.886259
44,SIMS DRIVE,380044,1.316235211,103.8768812
16,HOUGANG AVENUE 3,530016,1.362822217,103.8910466
166,HOUGANG AVENUE 1,530166,1.351175669,103.8881953
439,ANG MO KIO AVENUE 10,560439,1.366291979,103.8534963
120A,KIM TIAN PLACE,161120,1.283246503,103.8278547
860A,TAMPINES AVENUE 5,521860,1.35546108,103.9386503
229,PENDING ROAD,670229,1.375262988,103.7716565
641,YISHUN STREET 61,760641,1.420816854,103.838166
804,CHAI CHEE ROAD,460804,1.324225073,103.9220219
129,BUKIT BATOK WEST AVENUE 6,650129,1.351429752,103.7460307
869B,TAMPINES AVENUE 8,522869,1.35485563,103.9327092
635,YISHUN STREET 61,760635,1.419230704,103.8389821
635,YISHUN STREET 61,760635,1.419235566,103.8389788
736,YISHUN STREET 72,760736,1.428658386,103.8317276
233,ANG MO KIO AVENUE 3,560233,1.36754925,103.8367406
237,CHOA CHU KANG CENTRAL,680237,1.379447503,103.7482874
237,CHOA CHU KANG CENTRAL,680237,1.379447499,103.7482874
126,PENDING ROAD,670126,1.376361936,103.7699188
126,PENDING ROAD,670126,1.376217162,103.7701233
708,PASIR RIS DRIVE 10,510708,1.381185973,103.9389816
623,SENJA ROAD,670623,1.386256101,103.7622013
316,WOODLANDS STREET 31,730316,1.431508971,103.7763618
316,WOODLANDS STREET 31,730316,1.431508964,103.7763618
104,TAMPINES STREET 11,520104,1.347205767,103.9466418
357B,ADMIRALTY DRIVE,752357,1.450241683,103.8173161
561A,PASIR RIS STREET 51,511561,1.36720098,103.9513209
561,PASIR RIS STREET 51,510561,1.367013033,103.9508651
561,PASIR RIS STREET 51,510561,1.36701303,103.9508651
744,JURONG WEST STREET 73,640744,1.346658893,103.6990999
744,JURONG WEST STREET 73,640744,1.346793767,103.6989013
711,TAMPINES STREET 71,520711,1.358432029,103.9370359
304,SHUNFU ROAD,570304,1.350121705,103.8379424
340,TAMPINES STREET 33,520340,1.351145694,103.9597877
131,BUKIT BATOK WEST AVENUE 6,650131,1.35073333,103.7462613
327,ANG MO KIO AVENUE 3,560327,1.367052844,103.8469874
306,CHOA CHU KANG AVENUE 4,680306,1.384956725,103.742878
200,BOON LAY DRIVE,640200,1.343003962,103.7147006
665,CHOA CHU KANG CRESCENT,680665,1.401997458,103.7500784
661,HOUGANG AVENUE 4,530661,1.374025687,103.8828041
129,BEDOK RESERVOIR ROAD,470129,1.334018667,103.9122389
122,LORONG 2 TOA PAYOH,310122,1.33980524,103.8462812
171,HOUGANG AVENUE 1,530171,1.351136373,103.889169
49,KIM PONG ROAD,160049,1.284299357,103.830518
639,WOODLANDS RING ROAD,730639,1.437633121,103.8032323
641A,PUNGGOL DRIVE,821641,1.398554823,103.9170016
404B,FERNVALE LANE,792404,1.388296543,103.873546
268,BUKIT BATOK EAST AVENUE 4,650268,1.34926274,103.7591901
951,HOUGANG AVENUE 9,530951,1.375729575,103.8781874
109,SPOTTISWOODE PARK ROAD,80109,1.274031873,103.8366527
211,BOON LAY PLACE,640211,1.348241225,103.7140979
502A,WELLINGTON CIRCLE,751502,1.450930088,103.821415
203B,COMPASSVALE ROAD,542203,1.386899098,103.8947717
38,JALAN RUMAH TINGGI,150038,1.288633659,103.8096439
456,SEGAR ROAD,670456,1.38754537,103.7704424
105A,EDGEFIELD PLAINS,821105,1.396941332,103.9057295
353,HOUGANG AVENUE 7,530353,1.372143615,103.8995152
827,TAMPINES STREET 81,520827,1.349721495,103.9337192
827A,TAMPINES STREET 81,521827,1.349811329,103.9326079
827B,TAMPINES STREET 81,522827,1.350177359,103.9326378
827,TAMPINES STREET 81,520827,1.349716567,103.9337219
626,PASIR RIS DRIVE 3,510626,1.379800855,103.9409188
626,PASIR RIS DRIVE 3,510626,1.37979338,103.9409188
626,PASIR RIS DRIVE 3,510626,1.379793374,103.9409188
258,ANG MO KIO AVENUE 4,560258,1.369913499,103.8365253
251,HOUGANG AVENUE 3,530251,1.359956831,103.8916293
650,SENJA LINK,670650,1.38691071,103.7633102
348C,YISHUN AVENUE 11,763348,1.42714143,103.8422313
325,HOUGANG AVENUE 7,530325,1.367588381,103.8988802
409,PASIR RIS DRIVE 6,510409,1.372917198,103.9542258
41,STIRLING ROAD,140041,1.298640481,103.8019397
564,CHOA CHU KANG STREET 52,680564,1.395405265,103.7454229
106,RIVERVALE WALK,540106,1.382497292,103.9003213
424,JURONG WEST AVENUE 1,640424,1.351057551,103.7248859
114,BEDOK RESERVOIR ROAD,470114,1.33056066,103.9098389
673B,EDGEFIELD PLAINS,822673,1.406977629,103.9110415
887A,WOODLANDS DRIVE 50,731887,1.437192165,103.7938909
520C,TAMPINES CENTRAL 8,523520,1.356741708,103.9396924
65,MARINE DRIVE,440065,1.303405476,103.9097344
394,BUKIT BATOK WEST AVENUE 5,650394,1.366423112,103.7526886
443B,FERNVALE ROAD,792443,1.391183805,103.8739461
312B,SUMANG LINK,822312,1.411353096,103.9006147
650A,JURONG WEST STREET 61,641650,1.338018677,103.6969043
30,MARINE CRESCENT,440030,1.304222795,103.911164
419,HOUGANG AVENUE 8,530419,1.376128653,103.8948313
617A,PUNGGOL DRIVE,821617,1.402329257,103.9118114
612,JURONG WEST STREET 65,640612,1.339396626,103.7006687
19,JOO SENG ROAD,360019,1.334646362,103.8809946
124,BEDOK NORTH ROAD,460124,1.329258819,103.9390464
551,HOUGANG STREET 51,530551,1.378488498,103.8907222
542,PASIR RIS STREET 51,510542,1.369267722,103.9513777
501,JELAPANG ROAD,670501,1.383114736,103.7669899
501,JELAPANG ROAD,670501,1.382882276,103.7668471
501,JELAPANG ROAD,670501,1.382882267,103.7668471
102B,PUNGGOL FIELD,822102,1.399085258,103.9054714
207D,PUNGGOL PLACE,824207,1.400946529,103.9007084
356,TAMPINES STREET 33,520356,1.354400666,103.9614548
690A,CHOA CHU KANG CRESCENT,681690,1.402776276,103.7515399
174,BISHAN STREET 13,570174,1.348207995,103.854277
833,WOODLANDS STREET 83,730833,1.440137407,103.7905661
472C,FERNVALE STREET,793472,1.396315522,103.8811673
472C,FERNVALE STREET,793472,1.396315518,103.8811673
245,BISHAN STREET 22,570245,1.360337274,103.8439634
245,BISHAN STREET 22,570245,1.360194746,103.8441314
245,BISHAN STREET 22,570245,1.360337274,103.8439634
245,BISHAN STREET 22,570245,1.360337274,103.8439634
543,BEDOK NORTH STREET 3,460543,1.330336594,103.9232235
339,CLEMENTI AVENUE 5,120339,1.319663167,103.7691398
339,CLEMENTI AVENUE 5,120339,1.31966445,103.7691395
237,HOUGANG STREET 21,530237,1.356621419,103.8888577
237,HOUGANG STREET 21,530237,1.356499404,103.8886734
143,BEDOK RESERVOIR ROAD,470143,1.334984001,103.9127601
27,CHAI CHEE ROAD,460027,1.324133639,103.9234998
701,HOUGANG AVENUE 2,530701,1.365483983,103.8902003
701,HOUGANG AVENUE 2,530701,1.366125022,103.8899609
617D,PUNGGOL DRIVE,824617,1.401614289,103.912808
491H,TAMPINES STREET 45,527491,1.362969899,103.9543918
491H,TAMPINES STREET 45,527491,1.36296989,103.9543918
305,BUKIT BATOK STREET 31,650305,1.357861008,103.7479345
403,WOODLANDS STREET 41,730403,1.430708471,103.7722614
418,SERANGOON CENTRAL,550418,1.349680175,103.8752797
14,TAMAN HO SWEE,161014,1.287904618,103.8321977
158A,RIVERVALE CRESCENT,541158,1.388720188,103.9068691
259,JURONG EAST STREET 24,600259,1.344174546,103.7398756
654,YISHUN AVENUE 4,760654,1.423053464,103.8404103
440A,FERNVALE LINK,791440,1.393188539,103.878692
934,JURONG WEST STREET 91,640934,1.342237957,103.6887377
934,JURONG WEST STREET 91,640934,1.342237947,103.6887377
670,WOODLANDS DRIVE 71,730670,1.438826354,103.7992974
670A,CHOA CHU KANG CRESCENT,681670,1.402678963,103.7475625
985B,BUANGKOK CRESCENT,532985,1.381183574,103.87984
11,CANTONMENT CLOSE,80011,1.274426047,103.8396715
269D,COMPASSVALE LINK,544269,1.383442132,103.896801
