BLK_NO,ROAD_NAME,POSTAL,LATITUDE,LONGITUDE
24,NEW UPPER CHANGI ROAD,461024,1.323864007,103.9333986
249,KIM KEAT LINK,310249,1.331315733,103.856657
440C,CLEMENTI AVENUE 3,123440,1.316635221,103.7639345
341A,SEMBAWANG CLOSE,751341,1.447576365,103.8186098
42,JALAN BAHAGIA,320042,1.327149833,103.8569624
219D,BEDOK CENTRAL,464219,1.324862467,103.9337921
622,BEDOK RESERVOIR ROAD,470622,1.33406075,103.9168987
425,WOODLANDS STREET 41,730425,1.427113195,103.7739962
931,JURONG WEST STREET 92,640931,1.341621407,103.6897342
285D,TOH GUAN ROAD,604285,1.337890206,103.7460393
320,CLEMENTI AVENUE 4,120320,1.316901344,103.7653107
321,YISHUN CENTRAL,760321,1.428879611,103.8415286
107,BEDOK RESERVOIR ROAD,470107,1.329870289,103.9092204
704,TAMPINES STREET 71,520704,1.356557204,103.93716
937,TAMPINES AVENUE 5,520937,1.347239555,103.9416375
258C,PUNGGOL FIELD,823258,1.404141932,103.8963636
859A,WOODLANDS STREET 83,731859,1.439763877,103.7945284
859,WOODLANDS STREET 83,730859,1.439881884,103.7939668
859,WOODLANDS STREET 83,730859,1.439881756,103.7939648
445,CLEMENTI AVENUE 3,120445,1.313359326,103.7639026
614,CHOA CHU KANG STREET 62,680614,1.401067497,103.744025
614,CHOA CHU KANG STREET 62,680614,1.401070262,103.744025
614,CHOA CHU KANG STREET 62,680614,1.401074565,103.7439572
854,TAMPINES STREET 82,520854,1.353026837,103.9365844
333,HOUGANG AVENUE 5,530333,1.368497615,103.898423
20,TIONG BAHRU ROAD,163020,1.285754796,103.8321508
607,ELIAS ROAD,510607,1.376386083,103.9424626
352,HOUGANG AVENUE 7,530352,1.372105694,103.8990993
292,BISHAN STREET 22,570292,1.356017365,103.8456681
258A,PUNGGOL FIELD,821258,1.403799309,103.8959881
504A,SERANGOON NORTH AVENUE 4,555850,1.373997687,103.8757047
504,SERANGOON NORTH AVENUE 4,550504,1.373878432,103.8763079
504,SERANGOON NORTH AVENUE 4,550504,1.373559941,103.8761885
311,TAMPINES STREET 33,520311,1.35330429,103.957435
536,HOUGANG STREET 52,530536,1.377174172,103.8894744
536,HOUGANG STREET 52,530536,1.377160278,103.8894822
672,CHOA CHU KANG CRESCENT,680672,1.402151665,103.7474959
350,ANG MO KIO STREET 32,560350,1.363713118,103.8500442
545,PASIR RIS STREET 51,510545,1.36903491,103.9524362
262,BUKIT BATOK EAST AVENUE 4,650262,1.350623615,103.75933
424,BUKIT BATOK WEST AVENUE 2,650424,1.361855358,103.7455369
182,JELEBU ROAD,670182,1.37984404,103.7634092
207D,COMPASSVALE LANE,547207,1.384309487,103.8976295
277,TAMPINES STREET 22,520277,1.347278196,103.9511935
109,BUKIT PURMEI ROAD,90109,1.273929399,103.8253108
116,LENGKONG TIGA,410116,1.322785331,103.911863
116,LENGKONG TIGA,410116,1.322785339,103.911863
408,TAMPINES STREET 41,520408,1.358778559,103.9452683
361,HOUGANG AVENUE 5,530361,1.369242268,103.8959704
361,HOUGANG AVENUE 5,NIL,1.36924514,103.8959694
24,BEO CRESCENT,160024,1.288525352,103.8284586
201,ANG MO KIO AVENUE 3,560201,1.368849627,103.8445648
104,WOODLANDS STREET 13,730104,1.436465871,103.7815769
700B,ANG MO KIO AVENUE 6,562700,1.369410498,103.8460598
700B,ANG MO KIO AVENUE 6,562700,1.369410495,103.8460598
931,TAMPINES STREET 91,520931,1.345872598,103.9391072
679C,PUNGGOL DRIVE,823679,1.406413808,103.9088057
897C,WOODLANDS DRIVE 50,732897,1.435743957,103.7941341
144,BEDOK RESERVOIR ROAD,470144,1.334869769,103.9125268
208,ANG MO KIO AVENUE 1,560208,1.365444952,103.842715
66,KALLANG BAHRU,330066,1.320664457,103.8699146
66,KALLANG BAHRU,330066,1.320539171,103.8696908
728,JURONG WEST AVENUE 5,640728,1.346098441,103.6976983
728,JURONG WEST AVENUE 5,640728,1.346099254,103.6976964
728,JURONG WEST AVENUE 5,640728,1.346099249,103.6976964
436B,FERNVALE ROAD,792436,1.39287836,103.8769757
381,CLEMENTI AVENUE 5,120381,1.318555348,103.7680283
174,YISHUN AVENUE 7,760174,1.437395453,103.8319391
339,TAMPINES STREET 33,520339,1.351145691,103.9591245
644,YISHUN STREET 61,760644,1.421707735,103.8374745
721,CLEMENTI WEST STREET 2,120721,1.302462026,103.7645553
458,YISHUN AVENUE 11,760458,1.420667317,103.8462078
458A,YISHUN AVENUE 11,761458,1.420859888,103.8459502
458,YISHUN AVENUE 11,760458,1.420667761,103.8461418
149,RIVERVALE CRESCENT,540149,1.391559981,103.9054038
263,BOON LAY DRIVE,640263,1.344941713,103.7070242
263,BOON LAY DRIVE,NIL,1.345100447,103.7069117
263,BOON LAY DRIVE,640263,1.345100452,103.7069117
171,WOODLANDS STREET 11,730171,1.433974979,103.7765268
171,WOODLANDS STREET 11,730171,1.433974969,103.7765268
312,UBI AVENUE 1,400312,1.32967348,103.9037843
801,TAMPINES AVENUE 4,520801,1.347192331,103.938014
801,TAMPINES AVENUE 4,520801,1.34719233,103.938014
57,MARINE TERRACE,440057,1.306512573,103.9154848
57,MARINE TERRACE,NIL,1.306486157,103.9154707
57,MARINE TERRACE,440057,1.306247496,103.9152755
269B,PUNGGOL FIELD,822269,1.403443932,103.8986665
322,SEMBAWANG CLOSE,750322,1.445559889,103.8182964
374,HOUGANG STREET 31,530374,1.36286924,103.8898284
55,LORONG 5 TOA PAYOH,310055,1.337359774,103.8511978
55,LORONG 5 TOA PAYOH,310055,1.337359769,103.8511978
260C,SENGKANG EAST WAY,543260,1.394132982,103.8954436
629,PASIR RIS DRIVE 3,510629,1.379006663,103.9405724
250,JURONG EAST STREET 24,600250,1.342653278,103.739977
139,SIMEI STREET 1,520139,1.34668351,103.9565613
387,YISHUN RING ROAD,760387,1.429546821,103.8472789
161,HOUGANG STREET 11,530161,1.352538494,103.8787026
259B,COMPASSVALE ROAD,542259,1.393871198,103.897506
259B,COMPASSVALE ROAD,542259,1.39387119,103.897506
676A,JURONG WEST STREET 64,641676,1.345957186,103.7045391
37,LIM LIAK STREET,160037,1.285084465,103.8304936
1F,CANTONMENT ROAD,85601,1.275986995,103.8411918
40,TEBAN GARDENS ROAD,600040,1.321350377,103.7420311
643,CHOA CHU KANG STREET 64,680643,1.39856129,103.7486044
942,JURONG WEST STREET 91,640942,1.343720248,103.6893771
299,YISHUN STREET 20,760299,1.43630991,103.834571
459,TAMPINES STREET 42,520459,1.358365079,103.954081
141,POTONG PASIR AVENUE 3,350141,1.334059226,103.8674551
167A,SIMEI LANE,521167,1.343565659,103.959402
265C,PUNGGOL WAY,823265,1.40499729,103.8985186
542,WOODLANDS DRIVE 16,730542,1.427731875,103.7936251
366,WOODLANDS AVENUE 5,730366,1.433742402,103.7873817
508,JELAPANG ROAD,670508,1.386345394,103.7688318
448,TAMPINES STREET 42,520448,1.357407033,103.9509961
691A,JURONG WEST CENTRAL 1,641691,1.342365516,103.7058385
691,JURONG WEST CENTRAL 1,640691,1.341770677,103.7063128
691,JURONG WEST CENTRAL 1,640691,1.341940495,103.7063111
115,EDGEFIELD PLAINS,820115,1.395128547,103.9072584
109,JALAN BUKIT MERAH,160109,1.279426714,103.8260869
63A,LENGKOK BAHRU,151063,1.289651,103.8153995
4,HOLLAND CLOSE,271004,1.307968264,103.7956465
4,HOLLAND CLOSE,271004,1.307968267,103.7956465
4,HOLLAND CLOSE,271004,1.307968267,103.7956465
593A,MONTREAL LINK,751593,1.451547161,103.8279075
105,BUKIT PURMEI ROAD,90105,1.272483013,103.824703
471,JURONG WEST STREET 41,640471,1.348494278,103.7221629
872,WOODLANDS STREET 81,730872,1.444087301,103.7898115
273A,BISHAN STREET 24,571273,1.356366211,103.843934
306,SHUNFU ROAD,570306,1.350291432,103.8393013
704,PASIR RIS DRIVE 10,510704,1.380783842,103.9372793
573,HOUGANG STREET 51,530573,1.377556512,103.8875557
573,HOUGANG STREET 51,530573,1.377603205,103.8875462
230,SIMEI STREET 4,520230,1.34336246,103.9558568
532,BEDOK NORTH STREET 3,460532,1.334191739,103.9253866
801,WOODLANDS STREET 81,730801,1.441682283,103.7859847
801,WOODLANDS STREET 81,NIL,1.44168228,103.7859847
801,WOODLANDS STREET 81,730801,1.44168228,103.7859847
125,BEDOK RESERVOIR ROAD,470125,1.332959934,103.9099048
117,CLEMENTI STREET 13,120117,1.324460582,103.7711846
405,BEDOK NORTH AVENUE 3,460405,1.328713382,103.9340954
698,HOUGANG STREET 61,530698,1.37506139,103.8869105
636A,YISHUN STREET 61,761636,1.419542929,103.8396727
471,SEGAR ROAD,670471,1.388291646,103.7728948
115,TECK WHYE LANE,680115,1.37893678,103.7511824
126C,KIM TIAN ROAD,163126,1.2823137,103.8293115
33,MARINE CRESCENT,440033,1.302648966,103.9121848
224C,COMPASSVALE WALK,543224,1.388592573,103.8981282
401,JURONG WEST STREET 42,640401,1.353424941,103.7214427
413B,FERNVALE LINK,792413,1.389710666,103.8786861
14,MARINE TERRACE,440014,1.303476179,103.9154117
18A,HOLLAND DRIVE,272018,1.311058611,103.7918866
18A,HOLLAND DRIVE,272018,1.311058611,103.7918866
102,POTONG PASIR AVENUE 1,350102,1.333690127,103.8688106
338,CLEMENTI AVENUE 2,120338,1.316290398,103.7695321
415,BUKIT BATOK WEST AVENUE 4,650415,1.363268779,103.7466107
415,BUKIT BATOK WEST AVENUE 4,650415,1.363266315,103.7465573
552,SERANGOON NORTH AVENUE 3,550552,1.372324635,103.8712852
406,PASIR RIS DRIVE 6,510406,1.373766567,103.9553883
286,TAMPINES STREET 22,520286,1.349536679,103.9529882
979,JURONG WEST STREET 93,640979,1.339733216,103.6944943
281,YISHUN STREET 22,760281,1.438964578,103.8375006
769,BEDOK RESERVOIR VIEW,470769,1.33577919,103.9379116
332C,ANCHORVALE LINK,543332,1.395002196,103.891961
709,PASIR RIS DRIVE 10,510709,1.381761718,103.938578
689F,WOODLANDS DRIVE 75,736689,1.443578567,103.8087712
156,BEDOK SOUTH AVENUE 3,460156,1.318286638,103.9454818
705,YISHUN AVENUE 5,760705,1.42909455,103.8295117
136,TECK WHYE LANE,680136,1.379906137,103.7516961
328,TAH CHING ROAD,610328,1.336634513,103.7226004
236,COMPASSVALE WALK,540236,1.390487166,103.8994385
550,BEDOK NORTH AVENUE 1,460550,1.33269318,103.9266174
52,NEW UPPER CHANGI ROAD,461052,1.323903872,103.9425114
113,PENDING ROAD,670113,1.378381818,103.7693595
632,CHOA CHU KANG NORTH 6,680632,1.396691112,103.7485797
138,JALAN BUKIT MERAH,160138,1.27842357,103.8262376
663,BUFFALO ROAD,210663,1.305680317,103.8508577
54,MARINE TERRACE,440054,1.305302291,103.915014
93,DAWSON ROAD,142093,1.29499227,103.8117965
613,ELIAS ROAD,510613,1.374995864,103.9415106
137,LORONG AH SOO,530137,1.349053216,103.8866402
14,LORONG 7 TOA PAYOH,310014,1.336668967,103.8583536
141,LORONG 2 TOA PAYOH,311141,1.33583762,103.8457312
9,JALAN RUMAH TINGGI,150009,1.288816153,103.8082053
729,YISHUN STREET 71,760729,1.425852856,103.8315983
729,YISHUN STREET 71,760729,1.425852849,103.8315983
6,BOON KENG ROAD,330006,1.317088035,103.8608967
6,BOON KENG ROAD,330006,1.317089902,103.8609048
186B,RIVERVALE DRIVE,542186,1.392800098,103.9056101
401,ADMIRALTY LINK,750401,1.45427018,103.8158126
635,HOUGANG AVENUE 8,530635,1.370212304,103.8791162
312,BUKIT BATOK STREET 32,650312,1.359878751,103.7473357
216,CHOA CHU KANG CENTRAL,680216,1.383198774,103.7471833
127,TAMPINES STREET 11,521127,1.345431635,103.9506476
106,SIMEI STREET 1,520106,1.341885217,103.9508335
190A,RIVERVALE DRIVE,541190,1.39508286,103.9027744
714,TAMPINES STREET 71,520714,1.360051901,103.9371429
428,CLEMENTI AVENUE 3,120428,1.312511991,103.7632688
428,CLEMENTI AVENUE 3,120428,1.312511993,103.7632688
271A,PUNGGOL WALK,821271,1.403745404,103.9003189
271A,PUNGGOL WALK,821271,1.403745397,103.9003189
671B,KLANG LANE,212671,1.309232901,103.8523607
705,HOUGANG AVENUE 2,530705,1.365649035,103.888264
431,CHOA CHU KANG AVENUE 4,680431,1.384037755,103.7417731
250,BISHAN STREET 22,570250,1.361614821,103.8439371
250,BISHAN STREET 22,570250,1.361614819,103.8439371
415,ANG MO KIO AVENUE 10,560415,1.364453366,103.8536552
415A,ANG MO KIO AVENUE 10,561415,1.364371901,103.8544744
415,ANG MO KIO AVENUE 10,560415,1.364453356,103.8536552
492,JURONG WEST STREET 41,640492,1.349945436,103.7251805
492,JURONG WEST STREET 41,640492,1.350110346,103.7246718
492,JURONG WEST STREET 41,640492,1.350112439,103.7245987
492,JURONG WEST STREET 41,640492,1.350085031,103.7247573
161,LORONG 1 TOA PAYOH,310161,1.330509323,103.8450036
324,TAH CHING ROAD,610324,1.336375666,103.7234505
324,TAH CHING ROAD,610324,1.336379591,103.7234448
25B,JALAN MEMBINA,164025,1.28362147,103.825391
526,JELAPANG ROAD,670526,1.385458629,103.7652187
690D,WOODLANDS DRIVE 75,734690,1.442615966,103.8078522
624,BUKIT BATOK CENTRAL,650624,1.351341461,103.7495086
106,TOWNER ROAD,327828,1.320317021,103.8584761
106,TOWNER ROAD,322106,1.32102001,103.8609978
106,TOWNER ROAD,322106,1.321020012,103.8609978
125,LORONG 1 TOA PAYOH,310125,1.338331334,103.8457371
552,WOODLANDS DRIVE 44,730552,1.431856856,103.7953059
802,TAMPINES AVENUE 4,520802,1.346084424,103.938034
882,TAMPINES STREET 84,521882,1.352046854,103.933462
882,TAMPINES STREET 84,521882,1.352046849,103.933462
240,HOUGANG STREET 22,530240,1.356422666,103.8906517
13,MARSILING LANE,730013,1.441096275,103.7792761
169,BISHAN STREET 13,570169,1.346852675,103.8540991
2,LORONG 7 TOA PAYOH,310002,1.338607526,103.8535156
520A,TAMPINES CENTRAL 8,521520,1.357010247,103.9399112
664A,YISHUN AVENUE 4,761664,1.420552661,103.8412172
38D,BENDEMEER ROAD,334038,1.32163647,103.8667673
701,BEDOK RESERVOIR ROAD,470701,1.337641561,103.9189062
306A,WOODLANDS STREET 31,731306,1.430100253,103.7751251
306,WOODLANDS STREET 31,730306,1.42992992,103.7746366
306,WOODLANDS STREET 31,730306,1.429851906,103.7746501
306A,WOODLANDS STREET 31,731306,1.430112531,103.7750811
306A,WOODLANDS STREET 31,731306,1.430100251,103.7751625
306A,WOODLANDS STREET 31,731306,1.430044977,103.7751151
1,HAIG ROAD,430001,1.311290912,103.8977034
1,HAIG ROAD,430001,1.311290918,103.8977034
113C,BUKIT BATOK WEST AVENUE 6,653113,1.349367502,103.7453474
113D,BUKIT BATOK WEST AVENUE 6,654113,1.349419689,103.7450548
113,BUKIT BATOK WEST AVENUE 6,650113,1.34883638,103.7451734
113A,BUKIT BATOK WEST AVENUE 6,651113,1.349900191,103.745317
113B,BUKIT BATOK WEST AVENUE 6,652113,1.349709457,103.7452323
113,BUKIT BATOK WEST AVENUE 6,650113,1.348836372,103.7451734
762,PASIR RIS STREET 71,510762,1.375670202,103.9339316
606,SENJA ROAD,670606,1.381295747,103.7615713
288,TAMPINES STREET 22,520288,1.348852774,103.9547046
18,LORONG 7 TOA PAYOH,310018,1.335757237,103.8567896
367A,TAMPINES STREET 34,521367,1.357702341,103.9599545
367,TAMPINES STREET 34,520367,1.358619461,103.9607886
367,TAMPINES STREET 34,520367,1.358067428,103.9605819
323,WOODLANDS STREET 32,730323,1.431172749,103.7791132
117C,RIVERVALE DRIVE,543117,1.383352625,103.9032214
846A,WOODLANDS AVENUE 4,731846,1.442914828,103.7936837
846,WOODLANDS AVENUE 4,730846,1.443426738,103.7936128
846,WOODLANDS AVENUE 4,730846,1.443302603,103.7934746
250,BUKIT BATOK EAST AVENUE 5,650250,1.351055493,103.7570803
368,TAMPINES STREET 34,520368,1.358474583,103.9612885
517C,JURONG WEST STREET 52,643517,1.344936308,103.7200246
688B,WOODLANDS DRIVE 75,732688,1.443468582,103.8070333
322C,ANCHORVALE DRIVE,543322,1.391893984,103.8920923
512,WEST COAST DRIVE,120512,1.309959001,103.7602103
107,GANGSA ROAD,670107,1.377984697,103.7667147
74,MARINE DRIVE,440074,1.303705188,103.9072136
74,MARINE DRIVE,440074,1.303560907,103.9070315
17,TIONG BAHRU ROAD,163017,1.285615264,103.8331163
553,CHOA CHU KANG NORTH 6,680553,1.39587134,103.7435192
653,WOODLANDS RING ROAD,730653,1.438081423,103.7990323
407A,FERNVALE ROAD,791407,1.388268533,103.8752721
414,ANG MO KIO AVENUE 10,560414,1.363904664,103.8539138
116,YISHUN RING ROAD,760116,1.435027502,103.8281349
97,GEYLANG BAHRU,330097,1.323748602,103.8702439
218,TAMPINES STREET 24,520218,1.354435501,103.9522862
642,BUKIT BATOK CENTRAL,650642,1.349006479,103.7517067
642,BUKIT BATOK CENTRAL,650642,1.349006479,103.7517067
50,TEBAN GARDENS ROAD,600050,1.320603555,103.7377922
6,TOH YI DRIVE,590006,1.337773028,103.7751307
481,JURONG WEST STREET 41,640481,1.346846145,103.72523
828,TAMPINES STREET 81,520828,1.348930841,103.9345881
312A,ANCHORVALE LANE,541312,1.391733742,103.8851556
496F,TAMPINES AVENUE 9,522496,1.360400473,103.9500341
227D,COMPASSVALE DRIVE,544227,1.386964916,103.9014154
401,YISHUN AVENUE 6,760401,1.427033766,103.8470886
147,PASIR RIS STREET 13,510147,1.363100578,103.9620123
605,CLEMENTI WEST STREET 1,120605,1.305384901,103.7680203
27,GHIM MOH LINK,270027,1.308371263,103.7851335
533,BEDOK NORTH STREET 3,460533,1.333580162,103.9242187
235,SIMEI STREET 4,520235,1.342959704,103.9554742
114,BISHAN STREET 12,570114,1.347549415,103.8488805
114,BISHAN STREET 12,570114,1.347552675,103.8488804
302,YISHUN CENTRAL,760302,1.430034554,103.8396748
750,PASIR RIS STREET 71,510750,1.378208601,103.9346461
750,PASIR RIS STREET 71,510750,1.378208601,103.9346461
853,YISHUN RING ROAD,760853,1.416451295,103.8367411
18,BEDOK SOUTH ROAD,469276,1.317840249,103.9293968
18,BEDOK SOUTH ROAD,460018,1.320625049,103.9347342
18,BEDOK SOUTH ROAD,460018,1.320439328,103.9347819
18,BEDOK SOUTH ROAD,460018,1.320527715,103.9347643
634,PASIR RIS DRIVE 1,510634,1.377579269,103.9406596
634,PASIR RIS DRIVE 1,510634,1.377571602,103.9406596
190,BUKIT BATOK WEST AVENUE 6,650190,1.34538562,103.7460455
43,JALAN TIGA,390043,1.308133686,103.8847295
284,CHOA CHU KANG AVENUE 3,680284,1.379713803,103.7421342
284,CHOA CHU KANG AVENUE 3,680284,1.379714083,103.7421382
450,CLEMENTI AVENUE 3,120450,1.313538861,103.7654763
450,CLEMENTI AVENUE 3,120450,1.313448009,103.7654837
450,CLEMENTI AVENUE 3,120450,1.313448009,103.7654837
450,CLEMENTI AVENUE 3,120450,1.313448009,103.7654837
404,ADMIRALTY LINK,750404,1.453566505,103.8164692
433,TAMPINES STREET 43,520433,1.359040501,103.9511326
433,TAMPINES STREET 43,NIL,1.359062245,103.9510832
433,TAMPINES STREET 43,520433,1.359062244,103.9510832
433,TAMPINES STREET 43,520433,1.359062244,103.9510832
433,TAMPINES STREET 43,520433,1.359062244,103.9510832
433,TAMPINES STREET 43,520433,1.359062244,103.9510832
271,BISHAN STREET 24,570271,1.356615758,103.8423176
271,BISHAN STREET 24,570271,1.35661576,103.8423176
813,JURONG WEST STREET 81,640813,1.345983862,103.6958294
813,JURONG WEST STREET 81,640813,1.346000025,103.6957782
813,JURONG WEST STREET 81,640813,1.346000021,103.6957782
115,BUKIT PURMEI ROAD,90115,1.275352014,103.8269502
449,CLEMENTI AVENUE 3,120449,1.313615679,103.76481
449,CLEMENTI AVENUE 3,120449,1.313262238,103.7649742
449,TAMPINES STREET 42,520449,1.357024242,103.9510544
618,CHOA CHU KANG NORTH 7,680618,1.400350096,103.746993
277A,COMPASSVALE LINK,541277,1.381863692,103.8944815
505,BEDOK NORTH AVENUE 3,460505,1.331828382,103.9333383
5,REDHILL CLOSE,150005,1.284601678,103.8176168
663C,PUNGGOL DRIVE,823663,1.400365494,103.9176319
781,PASIR RIS STREET 71,510781,1.373863311,103.9385746
282,YISHUN AVENUE 6,760282,1.439408712,103.8384251
513,WEST COAST ROAD,120513,1.308666022,103.7602582
316B,YISHUN AVENUE 9,762316,1.432869321,103.8426976
244A,JURONG EAST STREET 24,601244,1.342065898,103.7416242
244,JURONG EAST STREET 24,600244,1.342631872,103.7421338
244,JURONG EAST STREET 24,600244,1.342585466,103.7423192
422,PASIR RIS DRIVE 6,510422,1.37042586,103.9545168
257A,COMPASSVALE ROAD,541257,1.392386288,103.8976478
355A,YISHUN RING ROAD,761355,1.426017176,103.8446546
40,HOLLAND DRIVE,270040,1.307175908,103.7935003
296B,CHOA CHU KANG AVENUE 2,682296,1.376847726,103.741509
422,HOUGANG AVENUE 6,530422,1.374772767,103.8940506
422,HOUGANG AVENUE 6,530422,1.374772767,103.8940506
230,SERANGOON AVENUE 4,550230,1.355949453,103.869581
556,CHOA CHU KANG NORTH 6,680556,1.395772164,103.7437892
209,CHOA CHU KANG CENTRAL,680209,1.382826626,103.7480145
403,JURONG WEST STREET 42,640403,1.353839218,103.7214797
403,JURONG WEST STREET 42,640403,1.353839212,103.7214797
936,TAMPINES AVENUE 5,520936,1.346481995,103.9416998
112,JURONG EAST STREET 13,600112,1.339209815,103.7358244
729,CLEMENTI WEST STREET 2,120729,1.304927243,103.7635194
15,GHIM MOH ROAD,270015,1.309143843,103.7884199
150A,GHIM MOH ROAD,279624,1.310967216,103.7895535
15,GHIM MOH ROAD,270015,1.309143844,103.7884199
134,TECK WHYE LANE,680134,1.380266095,103.7509568
326B,ANCHORVALE ROAD,542326,1.395311773,103.8880147
315A,ANCHORVALE ROAD,541315,1.39194188,103.8890185
453A,FERNVALE ROAD,791453,1.394478832,103.8755584
205,PETIR ROAD,670205,1.373430254,103.7739241
441,CHOA CHU KANG AVENUE 4,680441,1.382922404,103.7398072
699A,HOUGANG STREET 52,531699,1.376972117,103.8888641
189A,RIVERVALE DRIVE,541189,1.395561208,103.9040217
154,MEI LING STREET,140154,1.29361494,103.8037425
267,BISHAN STREET 24,570267,1.35763464,103.8428133
267,BISHAN STREET 24,570267,1.357636639,103.8428086
855,WOODLANDS STREET 83,730855,1.44011704,103.7928747
855,WOODLANDS STREET 83,730855,1.440144593,103.7931458
39,JALAN TIGA,390039,1.307820603,103.8850923
39,JALAN TIGA,390039,1.307820603,103.8850923
450,YISHUN RING ROAD,760450,1.422045348,103.8440212
412,WOODLANDS STREET 41,730412,1.428140108,103.7728219
347,ANG MO KIO AVENUE 3,560347,1.367338583,103.8485763
780,PASIR RIS STREET 71,510780,1.373576625,103.9377913
446,JURONG WEST STREET 42,640446,1.352215713,103.7195556
239,BISHAN STREET 22,570239,1.360428946,103.8447773
239,BISHAN STREET 22,570239,1.360437761,103.8447839
637D,PUNGGOL DRIVE,824637,1.399057628,103.9154647
637D,PUNGGOL DRIVE,824637,1.39905762,103.9154647
465,PASIR RIS STREET 41,510465,1.373409338,103.9585599
119,SIMEI STREET 1,520119,1.343757615,103.9518978
119,SIMEI STREET 1,520119,1.343757611,103.9518978
327,TAH CHING ROAD,610327,1.336151468,103.7226334
686C,WOODLANDS DRIVE 73,733686,1.442144832,103.80687
106A,PUNGGOL FIELD,821106,1.396604861,103.9083441
626,BEDOK RESERVOIR ROAD,470626,1.334368364,103.9156822
124,HOUGANG AVENUE 1,530124,1.352892615,103.8866553
124,HOUGANG AVENUE 1,NIL,1.352907921,103.8867316
124,HOUGANG AVENUE 1,530124,1.352889977,103.8866573
44,STIRLING ROAD,141044,1.297791663,103.8026579
590B,MONTREAL LINK,752590,1.450086219,103.8270672
108,BEDOK RESERVOIR ROAD,470108,1.330231922,103.909387
108,BEDOK RESERVOIR ROAD,470108,1.33023193,103.909387
458,TAMPINES STREET 42,520458,1.357980757,103.95455
286D,TOH GUAN ROAD,604286,1.339626011,103.7444688
834,JURONG WEST STREET 81,640834,1.343089299,103.6940543
305,JURONG EAST STREET 32,600305,1.345436568,103.7352406
252,JURONG EAST STREET 24,600252,1.343026443,103.7381453
252,JURONG EAST STREET 24,600252,1.343062176,103.7382335
252,JURONG EAST STREET 24,600252,1.343020267,103.7381155
213A,PUNGGOL WALK,821213,1.400309003,103.8980751
230J,TAMPINES STREET 21,523230,1.356195361,103.9496631
239,YISHUN RING ROAD,760239,1.433595146,103.8396854
239,YISHUN RING ROAD,NIL,1.433594531,103.8396867
239,YISHUN RING ROAD,760239,1.433594531,103.8396867
2,BEDOK SOUTH AVENUE 1,460002,1.321301188,103.9332996
827,JURONG WEST STREET 81,640827,1.345637888,103.6931541
320D,ANCHORVALE DRIVE,544320,1.390952212,103.891816
7,HAIG ROAD,430007,1.313806612,103.8969105
45,KIM CHENG STREET,160045,1.284226486,103.8316063
101,LENGKONG TIGA,410101,1.325159834,103.9108888
111,LENGKONG TIGA,410111,1.324058778,103.9113038
77,TELOK BLANGAH DRIVE,100077,1.273941532,103.8088174
77,TELOK BLANGAH DRIVE,100077,1.273953767,103.8088175
827,WOODLANDS STREET 81,730827,1.439871578,103.7893555
827,WOODLANDS STREET 81,730827,1.439871578,103.7893555
523,HOUGANG AVENUE 6,530523,1.373720912,103.890707
235,PASIR RIS STREET 21,510235,1.373461221,103.9623142
306,CANBERRA ROAD,750306,1.445677765,103.8224215
200A,SENGKANG EAST ROAD,541200,1.387007032,103.8919648
936,JURONG WEST STREET 91,640936,1.342567822,103.6891498
936,JURONG WEST STREET 91,NIL,1.342567813,103.6891498
936,JURONG WEST STREET 91,640936,1.342567813,103.6891498
283,CHOA CHU KANG AVENUE 3,680283,1.379708716,103.7428712
268A,BOON LAY DRIVE,641268,1.347980012,103.7075473
769,PASIR RIS STREET 71,510769,1.375106227,103.9351472
138,LORONG AH SOO,530138,1.351624426,103.8844479
138,LORONG AH SOO,530138,1.351597423,103.8842605
16,REDHILL CLOSE,150016,1.286129532,103.8171621
484C,CHOA CHU KANG AVENUE 5,683484,1.3754926,103.7368712
488,ADMIRALTY LINK,750488,1.45507804,103.8164529
1,BEACH ROAD,190001,1.303671351,103.8644787
1,BEACH ROAD,189673,1.295097408,103.8540683
1,BEACH ROAD,189673,1.294923928,103.854315
850,WOODLANDS STREET 82,730850,1.440949816,103.7920838
648,WOODLANDS RING ROAD,730648,1.438303104,103.801474
355,YISHUN RING ROAD,760355,1.425404168,103.8448431
509B,WELLINGTON CIRCLE,752509,1.453285364,103.8212132
620,WOODLANDS DRIVE 52,730620,1.433425961,103.7988617
620,WOODLANDS DRIVE 52,NIL,1.433418996,103.79893
620,WOODLANDS DRIVE 52,730620,1.433426062,103.79886
20,EUNOS CRESCENT,400020,1.324656484,103.9032431
261A,PUNGGOL WAY,821261,1.405969915,103.8968033
261A,PUNGGOL WAY,821261,1.405927099,103.8970132
193,LORONG 4 TOA PAYOH,310193,1.331590056,103.8512951
188,BOON LAY DRIVE,640188,1.343810091,103.7109905
507,BEDOK NORTH AVENUE 3,460507,1.332980717,103.932599
288C,BUKIT BATOK STREET 25,652288,1.346064977,103.7599685
288C,BUKIT BATOK STREET 25,652288,1.346100328,103.7597547
26,BENDEMEER ROAD,330026,1.318307537,103.8629219
275,YISHUN STREET 22,760275,1.437758771,103.8386905
847,TAMPINES STREET 83,520847,1.352511077,103.935059
20,BEDOK SOUTH ROAD,469277,1.318142424,103.9318632
20,BEDOK SOUTH ROAD,460020,1.319952059,103.9337182
168A,QUEENSWAY,140168,1.289285559,103.8034015
